scene,method,trial,checkpoint,gaussian_count,success,collision,collision_free,stop_reason,min_safety_h,min_safety_h_note,goal_distance_reduction_ratio,initial_goal_distance,final_goal_distance,closest_goal_distance,closest_goal_step,num_steps,runtime_mean,runtime_p95,intervention_rate,control_deviation_mean,control_deviation_max,active_constraints_mean,active_constraints_p95,qp_infeasible_count,seconds_total,error,success_definition
stonehenge,risk_aware_v1_pre_cbf,0,outputs/stonehenge/splatfacto/2024-09-11_100724/config.yml,116446,False,False,True,stopped_before_goal,0.000851125456392765,official GSplatLoader.query_distance safety h value; not meters,0.8144305457897328,0.784,0.1454864521008494,0.1454864521008494,324,324,0.03613859347217245,0.04139951132237911,0.8796296296296297,0.024852401213739904,0.07451865822076797,189.17592592592592,375.0,0,17.367145113646984,,strict stopped-motion goal condition from run.py; stopped_before_goal remains success=False
stonehenge,risk_aware_v1_pre_cbf,1,outputs/stonehenge/splatfacto/2024-09-11_100724/config.yml,116446,False,False,True,stopped_before_goal,0.000806927215307951,official GSplatLoader.query_distance safety h value; not meters,0.19687967873147602,0.7840896733951637,0.6297183504004559,0.6297183504004559,114,114,0.03614968195426883,0.038379804138094185,0.9824561403508771,0.0670824445236347,0.10606210678815842,280.7631578947368,461.7,0,6.123652016744018,,strict stopped-motion goal condition from run.py; stopped_before_goal remains success=False
stonehenge,risk_aware_v1_pre_cbf,2,outputs/stonehenge/splatfacto/2024-09-11_100724/config.yml,116446,False,False,True,stopped_before_goal,0.0013136934721842408,official GSplatLoader.query_distance safety h value; not meters,0.1934797298487848,0.7842325773112758,0.6324994701144739,0.6324994701144739,104,104,0.03602385100048895,0.03781729340553284,0.9903846153846154,0.06545803446012173,0.08727268129587173,294.40384615384613,541.7999999999997,0,5.537523416802287,,strict stopped-motion goal condition from run.py; stopped_before_goal remains success=False
stonehenge,risk_aware_v1_pre_cbf,3,outputs/stonehenge/splatfacto/2024-09-11_100724/config.yml,116446,False,False,True,stopped_before_goal,0.0008008606964722276,official GSplatLoader.query_distance safety h value; not meters,0.2279667835630111,0.7842277798056816,0.605449895262619,0.605449895262619,123,123,0.036406330824867494,0.04005608782172203,0.991869918699187,0.06581282098823482,0.0878601223230362,348.6666666666667,656.6999999999996,0,6.589903527870774,,strict stopped-motion goal condition from run.py; stopped_before_goal remains success=False
stonehenge,risk_aware_v1_pre_cbf,4,outputs/stonehenge/splatfacto/2024-09-11_100724/config.yml,116446,False,False,True,stopped_before_goal,0.000838529085740447,official GSplatLoader.query_distance safety h value; not meters,0.8196851940049096,0.784082025527739,0.14138159831727182,0.14138159831727182,357,357,0.03661060751173176,0.039751100912690164,0.9355742296918768,0.03918087675825069,0.07863818854093552,238.7703081232493,531.2,0,19.222582878544927,,strict stopped-motion goal condition from run.py; stopped_before_goal remains success=False
stonehenge,risk_aware_v1_pre_cbf,5,outputs/stonehenge/splatfacto/2024-09-11_100724/config.yml,116446,False,False,True,stopped_before_goal,0.0007147282594814897,official GSplatLoader.query_distance safety h value; not meters,0.29146806246843615,0.7840002568014284,0.5554892209767597,0.5554892209767597,170,170,0.03679356037036461,0.03890991061925888,0.9588235294117647,0.0646293538694031,0.09789299964904785,383.56470588235294,575.0,0,9.190491875633597,,strict stopped-motion goal condition from run.py; stopped_before_goal remains success=False
stonehenge,risk_aware_v1_pre_cbf,6,outputs/stonehenge/splatfacto/2024-09-11_100724/config.yml,116446,False,False,True,stopped_before_goal,0.0005385836120694876,official GSplatLoader.query_distance safety h value; not meters,0.5703960814642288,0.7840974736682284,0.3368513472018696,0.3368513472018696,243,243,0.03602624704501756,0.03777477703988552,0.9218106995884774,0.05751680716628589,0.11216104030609131,237.1851851851852,353.59999999999945,0,12.907252758741379,,strict stopped-motion goal condition from run.py; stopped_before_goal remains success=False
stonehenge,risk_aware_v1_pre_cbf,7,outputs/stonehenge/splatfacto/2024-09-11_100724/config.yml,116446,False,False,True,stopped_before_goal,0.0008742097998037934,official GSplatLoader.query_distance safety h value; not meters,0.5912355585605689,0.7842369518727405,0.32056817958842276,0.32056817958842276,225,225,0.035904670084516206,0.03859142176806927,0.8933333333333333,0.0475596716824467,0.08738943934440613,232.42666666666668,388.0,0,11.880174905061722,,strict stopped-motion goal condition from run.py; stopped_before_goal remains success=False
stonehenge,risk_aware_v1_pre_cbf,8,outputs/stonehenge/splatfacto/2024-09-11_100724/config.yml,116446,False,False,True,stopped_before_goal,0.000632053124718368,official GSplatLoader.query_distance safety h value; not meters,0.8225473013536988,0.7842225786662452,0.13916241292368647,0.13916241292368647,331,331,0.03617023362629003,0.03847527410835028,0.9274924471299094,0.047661069601421545,0.08338265866041183,219.02719033232628,372.0,0,17.596466599032283,,strict stopped-motion goal condition from run.py; stopped_before_goal remains success=False
stonehenge,risk_aware_v1_pre_cbf,9,outputs/stonehenge/splatfacto/2024-09-11_100724/config.yml,116446,False,False,True,stopped_before_goal,0.0011710283579304814,official GSplatLoader.query_distance safety h value; not meters,0.7953944153348665,0.7840745608661205,0.16042603394707036,0.16042603394707036,303,303,0.03650856914349122,0.039466042444109915,0.9075907590759076,0.0467591603508364,0.09014105051755905,239.08250825082507,405.69999999999993,0,16.28084109351039,,strict stopped-motion goal condition from run.py; stopped_before_goal remains success=False
stonehenge,risk_aware_v1_pre_cbf,10,outputs/stonehenge/splatfacto/2024-09-11_100724/config.yml,116446,False,False,True,stopped_before_goal,0.0005090723279863596,official GSplatLoader.query_distance safety h value; not meters,0.6669699985697131,0.7840010261711613,0.26109586286712827,0.26109586286712827,264,264,0.0364047302300054,0.04058467783033848,0.9772727272727273,0.06885047238016141,0.1173030287027359,254.62878787878788,412.5999999999999,0,14.159439435228705,,strict stopped-motion goal condition from run.py; stopped_before_goal remains success=False
