scene,method,total_rows,success_count,feasible_count,collision_count,collision_free_count,error_count,stopped_before_goal_count,max_steps_loose_success_count,solver_failed_count,qp_infeasible_count_sum,min_safety_h_min,min_safety_h_mean,min_safety_h_median,path_length_mean,num_steps_mean,runtime_mean_mean,runtime_p95_mean,intervention_rate_mean,control_deviation_mean_mean,control_deviation_max_max,active_constraints_mean_mean,active_constraints_p95_mean,seconds_total_sum,worst_trial,worst_min_safety_h
stonehenge,no_filter,3,0,3,3,0,0,3,0,0,0,-0.00022701872512698174,-0.00022588240002126744,-0.00022564719256479293,0.8176178733507792,341.6666666666667,2.1561380690580875e-05,3.0291142563025148e-05,0.0,0.0,0.0,0.0,0.0,17.61593843717128,2,-0.00022701872512698174
stonehenge,safer_splat_filter,3,0,3,0,3,0,3,0,0,0,0.0008069269824773073,0.0009905836001659434,0.0008511263877153397,0.3329262336095174,181.0,0.0572160230679823,0.06633522838043669,0.9591520467836258,0.05253575519248688,0.10606213035438207,416.41058929374714,790.6833333333333,40.44905258156359,1,0.0008069269824773073
