scene,method,rows,success_count,collision_count,collision_free_count,stopped_before_goal_count,solver_failed_count,min_safety_h_min,min_safety_h_mean,goal_distance_reduction_ratio_mean,final_goal_distance_mean,closest_goal_distance_mean,num_steps_mean,runtime_mean_mean,runtime_p95_mean,intervention_rate_mean,control_deviation_mean_mean,active_constraints_mean_mean,qp_infeasible_count_sum
flight,no_filter,20,0,20,0,20,0,-0.0009112062980420887,-0.0008959375962149351,0.9883772841979942,0.0064057572573775635,0.0007944881289181254,223.0,2.4051418540421038e-05,3.76356206834316e-05,0.0,0.0,0.0,0
flight,risk_aware_v1_pre_cbf,20,0,0,20,20,0,0.00032773660495877266,0.0008067909337114542,0.21153619796518974,0.43470120465202944,0.43470120465202944,87.75,0.06295115067570065,0.06628800807055085,0.9052578048891636,0.08496320904721022,199.09311630063058,0
flight,safer_splat_filter,20,0,0,20,20,0,0.0003255571937188506,0.0008109039161354303,0.21136406099493307,0.4347962065941887,0.4347962065941887,87.95,0.1167521849105162,0.12989275623112917,0.9152241247504416,0.08527259647929038,242.0554452233701,0
