method,trial,step,time_s,x,y,z,vx,vy,vz,signed_clearance_m,active_pool_size
safer_splat_filter,9,0,0.0,0.4192415773868561,0.1573246270418167,-0.05243844911456108,0.0,0.0,0.0,0.19534336030483246,96
safer_splat_filter,9,1,0.05,0.4192415773868561,0.1573246270418167,-0.05243844911456108,-0.005999999586492777,-0.006000000052154064,0.006000000052154064,0.19534336030483246,96
safer_splat_filter,9,2,0.1,0.41894158720970154,0.15702462196350098,-0.052138447761535645,-0.011999999172985554,-0.012000000104308128,0.012000000104308128,0.19489498436450958,96
safer_splat_filter,9,3,0.15000000000000002,0.41834157705307007,0.1564246267080307,-0.05153844878077507,-0.017999999225139618,-0.017999999225139618,0.017999999225139618,0.19399912655353546,96
safer_splat_filter,9,4,0.2,0.41744157671928406,0.1555246263742447,-0.05063844844698906,-0.023999998345971107,-0.023999998345971107,0.024000000208616257,0.1926576942205429,96
safer_splat_filter,9,5,0.25,0.4162415862083435,0.15432462096214294,-0.04943844676017761,-0.029759997501969337,-0.029759997501969337,0.029760001227259636,0.19087356328964233,96
safer_splat_filter,9,6,0.30000000000000004,0.41475358605384827,0.1528366208076477,-0.04795044660568237,-0.035174399614334106,-0.035174399614334106,0.035174399614334106,0.18866853415966034,96
safer_splat_filter,9,7,0.35000000000000003,0.4129948616027832,0.15107789635658264,-0.04619172587990761,-0.040263935923576355,-0.040263935923576355,0.040263935923576355,0.18607299029827118,96
safer_splat_filter,9,8,0.4,0.4109816551208496,0.14906470477581024,-0.04417853057384491,-0.045048099011182785,-0.045048099011182785,0.045048099011182785,0.18311664462089539,96
safer_splat_filter,9,9,0.45,0.4087292551994324,0.146812304854393,-0.041926126927137375,-0.04901238903403282,-0.049173664301633835,0.049450162798166275,0.1798284351825714,96
safer_splat_filter,9,10,0.5,0.4062786400318146,0.14435362815856934,-0.039453618228435516,-0.05154383182525635,-0.052225515246391296,0.053393807262182236,0.1762695014476776,96
safer_splat_filter,9,11,0.55,0.40370145440101624,0.14174234867095947,-0.03678392618894577,-0.05309440195560455,-0.05453149974346161,0.05657125264406204,0.17253869771957397,96
safer_splat_filter,9,12,0.6000000000000001,0.4010467231273651,0.1390157788991928,-0.03395536541938782,-0.05396947264671326,-0.05631442368030548,0.05887797474861145,0.16870777308940887,96
safer_splat_filter,9,13,0.65,0.39834824204444885,0.13620005548000336,-0.031011465936899185,-0.0543663427233696,-0.057720061391592026,0.06042031571269035,0.1648290455341339,96
safer_splat_filter,9,14,0.7000000000000001,0.3956299126148224,0.13331405818462372,-0.027990449219942093,-0.0544259138405323,-0.058853596448898315,0.06129004806280136,0.1609410047531128,96
safer_splat_filter,9,15,0.75,0.39290860295295715,0.13037137687206268,-0.024925947189331055,-0.0543694794178009,-0.059485673904418945,0.06139756739139557,0.15707184374332428,96
safer_splat_filter,9,16,0.8,0.39019012451171875,0.1273970901966095,-0.021856069564819336,-0.05406375229358673,-0.05991778522729874,0.06096341088414192,0.15306039154529572,96
safer_splat_filter,9,17,0.8500000000000001,0.38748693466186523,0.12440120428800583,-0.018807899206876755,-0.05357222631573677,-0.06020401418209076,0.06005947291851044,0.14905180037021637,96
safer_splat_filter,9,18,0.9,0.38480833172798157,0.12139100581407547,-0.015804925933480263,-0.052939750254154205,-0.06038348749279976,0.0587511882185936,0.14511212706565857,96
safer_splat_filter,9,19,0.9500000000000001,0.38216134905815125,0.11837182939052582,-0.012867366895079613,-0.052197784185409546,-0.06048465147614479,0.057098615914583206,0.14125216007232666,96
safer_splat_filter,9,20,1.0,0.3795514702796936,0.11534759402275085,-0.010012435726821423,-0.051368337124586105,-0.06052848696708679,0.05515717715024948,0.1374792754650116,96
safer_splat_filter,9,21,1.05,0.37698304653167725,0.1123211681842804,-0.007254576776176691,-0.0504668653011322,-0.06053084507584572,0.052978113293647766,0.13379836082458496,96
safer_splat_filter,9,22,1.1,0.37445971369743347,0.10929462313652039,-0.004605671390891075,-0.04950443282723427,-0.06050417944788933,0.0506087951362133,0.13021236658096313,96
safer_splat_filter,9,23,1.1500000000000001,0.37198448181152344,0.10626941174268723,-0.00207523163408041,-0.048489298671483994,-0.06045880541205406,0.04809288680553436,0.12672272324562073,96
safer_splat_filter,9,24,1.2000000000000002,0.36956000328063965,0.10324647277593613,0.00032941275276243687,-0.04742806404829025,-0.06040377914905548,0.04547043517231941,0.12332978844642639,96
safer_splat_filter,9,25,1.25,0.36718860268592834,0.10022628307342529,0.002602934604510665,-0.04632652550935745,-0.060347557067871094,0.042777933180332184,0.1200331449508667,96
safer_splat_filter,9,26,1.3,0.3648722767829895,0.0972089022397995,0.004741831216961145,-0.04519028589129448,-0.06029842421412468,0.04004834592342377,0.11683176457881927,96
safer_splat_filter,9,27,1.35,0.3626127541065216,0.09419398009777069,0.006744248792529106,-0.04402504116296768,-0.06026469171047211,0.03731114789843559,0.1137242466211319,96
safer_splat_filter,9,28,1.4000000000000001,0.36041149497032166,0.09118074178695679,0.008609806187450886,-0.042836450040340424,-0.06025460362434387,0.0345923975110054,0.11070895195007324,96
safer_splat_filter,9,29,1.4500000000000002,0.35826966166496277,0.08816801011562347,0.010339425876736641,-0.041631750762462616,-0.06027732789516449,0.03191473335027695,0.10778418183326721,96
safer_splat_filter,9,30,1.5,0.3561880886554718,0.08515414595603943,0.011935162357985973,-0.04041895270347595,-0.060342371463775635,0.029297498986124992,0.10494813323020935,96
safer_splat_filter,9,31,1.55,0.3541671335697174,0.08213702589273453,0.013400036841630936,-0.039206936955451965,-0.06045955792069435,0.02675684541463852,0.10219903290271759,96
safer_splat_filter,9,32,1.6,0.3522067964076996,0.07911404967308044,0.014737878926098347,-0.03716146573424339,-0.05875680223107338,0.023680344223976135,0.09953521192073822,96
safer_splat_filter,9,33,1.6500000000000001,0.35034871101379395,0.07617621123790741,0.01592189632356167,-0.035327501595020294,-0.057328905910253525,0.020783836022019386,0.09702067077159882,96
safer_splat_filter,9,34,1.7000000000000002,0.34858232736587524,0.0733097642660141,0.01696108840405941,-0.0336565300822258,-0.0561339408159256,0.018067069351673126,0.0946372002363205,96
safer_splat_filter,9,35,1.75,0.34689950942993164,0.07050307095050812,0.017864441499114037,-0.03211245685815811,-0.055141232907772064,0.015529302880167961,0.09237073361873627,96
safer_splat_filter,9,36,1.8,0.34529387950897217,0.06774600595235825,0.018640907481312752,-0.030669040977954865,-0.05432889610528946,0.013168907724320889,0.0902104526758194,96
safer_splat_filter,9,37,1.85,0.3437604308128357,0.0650295615196228,0.019299352541565895,-0.02930784784257412,-0.05368189513683319,0.010983167216181755,0.08803583681583405,96
safer_splat_filter,9,38,1.9000000000000001,0.3422950506210327,0.0623454675078392,0.01984851062297821,-0.028016632422804832,-0.05319048836827278,0.008968217298388481,0.08537305891513824,96
safer_splat_filter,9,39,1.9500000000000002,0.3408942222595215,0.05968594178557396,0.020296921953558922,-0.026788122951984406,-0.05284905433654785,0.007119078189134598,0.08279629051685333,96
safer_splat_filter,9,40,2.0,0.3395548164844513,0.05704348906874657,0.020652875304222107,-0.025619076564908028,-0.05265515297651291,0.005429753102362156,0.08030030131340027,96
