trial,success,collision,minimum_clearance,path_length,num_steps,wall_time_s
55,True,False,0.03584640473127365,0.5865113767295035,102,1.5969440815970302
46,True,False,0.02613171935081482,0.5965823514343914,105,1.678742521442473
53,True,False,0.01270182803273201,0.596582355383411,105,1.6358159547671676
2,True,False,0.008666815236210823,0.5916311828791998,106,1.661863300949335
3,True,False,0.027510881423950195,0.5978986460913172,105,1.646413885988295
6,True,False,0.03866139054298401,0.5992244857274355,101,1.5867398083209991
8,True,False,0.017845265567302704,0.6083400215755155,96,1.5107712112367153
9,False,True,-0.0051793502643704414,0.23206933795873907,41,0.6498423647135496
