scene,method,rows,total_rows,success_count,feasible_count,collision_count,collision_free_count,error_count,stopped_before_goal_count,max_steps_loose_success_count,solver_failed_count,qp_infeasible_count_sum,min_safety_h_min,min_safety_h_mean,min_safety_h_median,initial_goal_distance_mean,final_goal_distance_mean,closest_goal_distance_mean,goal_distance_reduction_mean,goal_distance_reduction_ratio_mean,reached_goal_tolerance_count,path_length_mean,num_steps_mean,runtime_mean_mean,runtime_p95_mean,intervention_rate_mean,control_deviation_mean_mean,control_deviation_max_max,active_constraints_mean_mean,active_constraints_p95_mean,seconds_total_sum,worst_trial,worst_min_safety_h
stonehenge,safer_splat_filter,3,3,0,3,0,3,0,3,0,0,0,0.0008069269824773073,0.0009905836001659434,0.0008511263877153397,0.7841074169021466,0.4690688264632958,0.4690688264632958,0.31503859043885074,0.4018082982258126,0,0.3329262336095174,181.0,0.05858484380985549,0.06735669563834866,0.9591520467836258,0.05253575519248688,0.10606213035438207,416.41058929374714,790.6833333333333,41.234075237065554,1,0.0008069269824773073
