scene,method,trial,checkpoint,gaussian_count,success,feasible,collision,min_safety_h,min_safety_h_note,path_length,num_steps,stop_reason,runtime_mean,runtime_p95,intervention_rate,control_deviation_mean,control_deviation_max,active_constraints_mean,active_constraints_p95,qp_infeasible_count,seconds_total,error,start_x,start_y,start_z,goal_x,goal_y,goal_z,final_x,final_y,final_z,initial_goal_distance,final_goal_distance,goal_distance_reduction,goal_distance_reduction_ratio,closest_goal_distance,closest_goal_step,reached_goal_tolerance,goal_distance_final,max_steps,goal_tolerance,success_definition,radius,dt,distance_type
stonehenge,safer_splat_filter,0,outputs/stonehenge/splatfacto/2024-09-11_100724/config.yml,116446,False,True,False,0.0008511263877153397,official GSplatLoader.query_distance safety h value; not meters,0.6425270438194275,325,stopped_before_goal,0.05966663471208169,0.070143898203969,0.9046153846153846,0.02506676091135905,0.07492418864905848,316.7938461538462,485.0,0,24.876227967441082,,0.312,-0.03,0.05,-0.47200000000000003,-0.02999999999999995,0.05,-0.3270259201526642,-0.03206128999590874,0.050010692328214645,0.784,0.14498873355662784,0.6390112664433723,0.8150653908716482,0.14498873355662784,325,False,0.14498873355662784,1600,0.001,strict stopped-motion goal condition from run.py; stopped_before_goal remains success=False; max_steps timeout follows run.py loose success behavior,0.015,0.05,ball-to-ellipsoid
stonehenge,safer_splat_filter,1,outputs/stonehenge/splatfacto/2024-09-11_100724/config.yml,116446,False,True,False,0.0008069269824773073,official GSplatLoader.query_distance safety h value; not meters,0.17044025659561157,114,stopped_before_goal,0.058407087769490065,0.0650145936757326,0.9824561403508771,0.06708244778031931,0.10606213035438207,447.2456140350877,905.4,0,8.589198588393629,,0.3112107771769787,-0.005137823494626711,0.055929079290546406,-0.47121077717697873,-0.05486217650537332,0.0440709207094536,0.15849646925926208,-0.05126289278268814,0.04304696246981621,0.7840896733951637,0.6297183652618886,0.15437130813327504,0.19687965977773483,0.6297183652618886,114,False,0.6297183652618886,1600,0.001,strict stopped-motion goal condition from run.py; stopped_before_goal remains success=False; max_steps timeout follows run.py loose success behavior,0.015,0.05,ball-to-ellipsoid
stonehenge,safer_splat_filter,2,outputs/stonehenge/splatfacto/2024-09-11_100724/config.yml,116446,False,True,False,0.001313697430305183,official GSplatLoader.query_distance safety h value; not meters,0.18581140041351318,104,stopped_before_goal,0.05768080894799473,0.06691159503534436,0.9903846153846154,0.06545805688578227,0.08727269524327588,485.1923076923077,981.6499999999997,0,7.768648681230843,,0.3088462866296718,0.019624241800909714,0.05954902241444074,-0.4688462866296718,-0.07962424180090966,0.04045097758555927,0.16364102065563202,-0.08353223651647568,0.04043986648321152,0.7842325773112758,0.6324993805713709,0.15173319673990493,0.19347984402805463,0.6324993805713709,104,False,0.6324993805713709,1600,0.001,strict stopped-motion goal condition from run.py; stopped_before_goal remains success=False; max_steps timeout follows run.py loose success behavior,0.015,0.05,ball-to-ellipsoid
