scene,method,rows,total_rows,success_count,feasible_count,collision_count,collision_free_count,error_count,stopped_before_goal_count,max_steps_loose_success_count,solver_failed_count,qp_infeasible_count_sum,min_safety_h_min,min_safety_h_mean,min_safety_h_median,initial_goal_distance_mean,final_goal_distance_mean,closest_goal_distance_mean,goal_distance_reduction_mean,goal_distance_reduction_ratio_mean,reached_goal_tolerance_count,path_length_mean,num_steps_mean,runtime_mean_mean,runtime_p95_mean,intervention_rate_mean,control_deviation_mean_mean,control_deviation_max_max,active_constraints_mean_mean,active_constraints_p95_mean,seconds_total_sum,worst_trial,worst_min_safety_h
stonehenge,no_filter,100,100,0,100,99,1,0,100,0,0,0,-0.00023618369596078992,-0.00021362821251386777,-0.0002259056709590368,0.7841262601063096,0.006663629342434534,0.0008040468408001629,0.7774626307638751,0.9915018246518946,86,0.8440058755874634,312.24,2.1168987846034727e-05,2.9011406935751433e-05,0.0,0.0,0.0,0.0,0.0,535.5276493886486,21,-0.00023618369596078992
stonehenge,safer_splat_filter,100,100,0,100,0,100,0,100,0,0,0,0.000317254540277645,0.0008604969101725146,0.000872071017511189,0.7841262601063096,0.5295235229671028,0.5291133673398228,0.2546027371392068,0.324696751118169,5,0.2879305329313502,149.88,0.06072978809015214,0.0688118215012364,0.9254504193236854,0.069097154702652,0.127254901336549,505.58664953518127,732.3609999999998,1142.537705768831,44,0.000317254540277645
