scene,method,trial,checkpoint,gaussian_count,success,collision,collision_free,stop_reason,min_safety_h,min_safety_h_note,goal_distance_reduction_ratio,initial_goal_distance,final_goal_distance,closest_goal_distance,closest_goal_step,num_steps,runtime_mean,runtime_p95,intervention_rate,control_deviation_mean,control_deviation_max,active_constraints_mean,active_constraints_p95,qp_infeasible_count,seconds_total,error,success_definition
stonehenge,risk_aware_topk_v0,0,outputs/stonehenge/splatfacto/2024-09-11_100724/config.yml,116446,False,False,True,stopped_before_goal,0.0008511265041306615,official GSplatLoader.query_distance safety h value; not meters,0.8150653908712976,0.784,0.14498873355690262,0.14498873355690262,325,325,0.060920575817043965,0.07104344107210636,0.9046153846153846,0.025066763824763614,0.07492419332265854,271.87384615384616,300.0,0,25.52056991867721,,strict stopped-motion goal condition from run.py; stopped_before_goal remains success=False
stonehenge,risk_aware_topk_v0,1,outputs/stonehenge/splatfacto/2024-09-11_100724/config.yml,116446,False,False,True,stopped_before_goal,0.0008069268660619855,official GSplatLoader.query_distance safety h value; not meters,0.19687965977375546,0.7840896733951637,0.6297183652650088,0.6297183652650088,114,114,0.056905257956762066,0.06498385975137352,0.9824561403508771,0.06708247171730906,0.10606212913990021,265.4824561403509,300.0,0,8.455955827608705,,strict stopped-motion goal condition from run.py; stopped_before_goal remains success=False
stonehenge,risk_aware_topk_v0,2,outputs/stonehenge/splatfacto/2024-09-11_100724/config.yml,116446,False,False,True,stopped_before_goal,0.0013136969646438956,official GSplatLoader.query_distance safety h value; not meters,0.19347980602646953,0.7842325773112758,0.6324994103734519,0.6324994103734519,104,104,0.057534664403647184,0.06503242859616876,0.9903846153846154,0.06545804735147752,0.08727268874645233,295.7980769230769,300.0,0,7.771336203441024,,strict stopped-motion goal condition from run.py; stopped_before_goal remains success=False
stonehenge,risk_aware_topk_v0,3,outputs/stonehenge/splatfacto/2024-09-11_100724/config.yml,116446,False,False,True,stopped_before_goal,0.0008008611621335149,official GSplatLoader.query_distance safety h value; not meters,0.2279667459204304,0.7842277798056816,0.6054499247829765,0.6054499247829765,123,123,0.059634011223669944,0.06915239579975604,0.991869918699187,0.0658127882941891,0.0878600925207138,316.0487804878049,423.69999999999965,0,9.473089311271906,,strict stopped-motion goal condition from run.py; stopped_before_goal remains success=False
stonehenge,risk_aware_topk_v0,4,outputs/stonehenge/splatfacto/2024-09-11_100724/config.yml,116446,False,False,True,stopped_before_goal,0.0008385840337723494,official GSplatLoader.query_distance safety h value; not meters,0.8193101644339005,0.784082025527739,0.14167565226294143,0.14167565226294143,357,357,0.05928814520208942,0.06624086387455463,0.9523809523809523,0.03923602217446307,0.07863835245370865,261.7422969187675,300.0,0,27.31881432235241,,strict stopped-motion goal condition from run.py; stopped_before_goal remains success=False
stonehenge,risk_aware_topk_v0,5,outputs/stonehenge/splatfacto/2024-09-11_100724/config.yml,116446,False,False,True,stopped_before_goal,0.0007147254655137658,official GSplatLoader.query_distance safety h value; not meters,0.2914677467627995,0.7840002568014284,0.5554894684900599,0.5554894684900599,170,170,0.06072808164445793,0.0652966252528131,0.9588235294117647,0.0646292499785652,0.09789320826530457,301.1058823529412,300.0,0,13.304762179031968,,strict stopped-motion goal condition from run.py; stopped_before_goal remains success=False
stonehenge,risk_aware_topk_v0,6,outputs/stonehenge/splatfacto/2024-09-11_100724/config.yml,116446,False,False,True,stopped_before_goal,0.0005385840777307749,official GSplatLoader.query_distance safety h value; not meters,0.5703917540879537,0.7840974736682284,0.33685474028667445,0.33685474028667445,243,243,0.060005420757603255,0.06752455234527584,0.9218106995884774,0.05751893850389076,0.11216103285551071,278.77366255144034,300.0,0,18.82669203169644,,strict stopped-motion goal condition from run.py; stopped_before_goal remains success=False
stonehenge,risk_aware_topk_v0,7,outputs/stonehenge/splatfacto/2024-09-11_100724/config.yml,116446,False,False,True,stopped_before_goal,0.0008742081699892879,official GSplatLoader.query_distance safety h value; not meters,0.5912356048862837,0.7842369518727405,0.3205681432580854,0.3205681432580854,225,225,0.05923910715513759,0.06631404720246792,0.8933333333333333,0.04755966111626595,0.08738945424556732,285.0,300.0,0,17.223546715453267,,strict stopped-motion goal condition from run.py; stopped_before_goal remains success=False
stonehenge,risk_aware_topk_v0,8,outputs/stonehenge/splatfacto/2024-09-11_100724/config.yml,116446,False,False,True,stopped_before_goal,0.0006320523098111153,official GSplatLoader.query_distance safety h value; not meters,0.8225472634165214,0.7842225786662452,0.13916244267487748,0.13916244267487748,331,331,0.059124101532955185,0.06768316496163607,0.9274924471299094,0.04766106339055319,0.08338262140750885,281.17220543806644,300.0,0,25.371467046439648,,strict stopped-motion goal condition from run.py; stopped_before_goal remains success=False
stonehenge,risk_aware_topk_v0,9,outputs/stonehenge/splatfacto/2024-09-11_100724/config.yml,116446,False,False,True,stopped_before_goal,0.0011710356920957565,official GSplatLoader.query_distance safety h value; not meters,0.7953131100700855,0.7840745608661205,0.16048978333684955,0.16048978333684955,303,303,0.05974146021105865,0.06917184144258498,0.9075907590759076,0.04677313736170967,0.09014107286930084,292.87458745874585,300.0,0,23.373532846570015,,strict stopped-motion goal condition from run.py; stopped_before_goal remains success=False
stonehenge,risk_aware_topk_v0,10,outputs/stonehenge/splatfacto/2024-09-11_100724/config.yml,116446,False,False,True,stopped_before_goal,0.000509067322127521,official GSplatLoader.query_distance safety h value; not meters,0.6669695983256049,0.7840010261711613,0.26109617665891977,0.26109617665891977,264,264,0.06072228883788215,0.0672404421493411,0.9772727272727273,0.06885048575059999,0.11730296164751053,297.1401515151515,300.0,0,20.616974292322993,,strict stopped-motion goal condition from run.py; stopped_before_goal remains success=False
