scene,method,trial,step,time,x,y,z,goal_distance,goal_progress_delta,control_deviation,min_safety_h_step,active_constraints_count,runtime_step,qp_feasible,collision_step
stonehenge,safer_splat_filter,82,16,0.8,0.0968773961067199,-0.3707258701324463,0.0510508231818676,0.775959849357605,0.0006243586540222168,0.1241916865110397,0.0009366469457745,396,0.0689694602042436,True,False
stonehenge,safer_splat_filter,82,15,0.75,0.0975143685936927,-0.3710863888263702,0.0516277626156806,0.7765842080116272,0.0006322860717773438,0.1241897493600845,0.0009725603740662,393,0.0562955420464277,True,False
stonehenge,safer_splat_filter,82,17,0.8500000000000001,0.0962430909276008,-0.3703737556934356,0.0504949577152729,0.7753450274467468,0.0006148219108581543,0.1241670623421669,0.000902941217646,402,0.0612438730895519,True,False
stonehenge,safer_splat_filter,82,14,0.7000000000000001,0.0981523394584655,-0.3714541792869568,0.0522272884845733,0.7772164940834045,0.0006377696990966797,0.1241450235247612,0.0010106285335496,389,0.0558756589889526,True,False
stonehenge,safer_splat_filter,82,18,0.9,0.0956125482916832,-0.3700309693813324,0.0499587468802928,0.7747411727905273,0.0006038546562194824,0.1241266876459121,0.00087145564612,405,0.0734743624925613,True,False
stonehenge,safer_splat_filter,82,13,0.65,0.0987889394164085,-0.3718278408050537,0.0528510324656963,0.7778542637825012,0.0006409287452697754,0.1240373477339744,0.0010507341939955,393,0.0561458114534616,True,False
stonehenge,safer_splat_filter,92,180,9.0,0.0876746252179145,0.0331926345825195,0.0556703880429267,0.5323617458343506,0.0008473992347717285,0.1239504516124725,0.0005399778019636,334,0.0556461047381162,True,False
stonehenge,safer_splat_filter,82,12,0.6000000000000001,0.0994218364357948,-0.3722057044506073,0.0534993298351764,0.778495192527771,0.0006421804428100586,0.1238078847527504,0.0010927021503448,396,0.0559708829969167,True,False
stonehenge,safer_splat_filter,92,179,8.950000000000001,0.0883516445755958,0.0322905741631984,0.0558453164994716,0.5332091450691223,0.0008718967437744141,0.1235374510288238,0.0005483084823936,336,0.0572821460664272,True,False
stonehenge,safer_splat_filter,82,11,0.55,0.1000509560108184,-0.3725858330726623,0.0541677102446556,0.779137372970581,0.0006409883499145508,0.1233766600489616,0.0011363446246832,382,0.0568406600505113,True,False
stonehenge,safer_splat_filter,92,178,8.9,0.0890492051839828,0.0313673131167888,0.055991381406784,0.5340810418128967,0.0008978843688964844,0.1230581626296043,0.0005577196134254,343,0.0584919657558202,True,False
stonehenge,safer_splat_filter,62,38,1.9,-0.3307890892028808,-0.2843930721282959,0.0372263975441455,0.7492320537567139,0.0006949901580810547,0.1226601526141166,0.0008342628134414,711,0.0595479337498545,True,False
stonehenge,safer_splat_filter,82,10,0.5,0.1006757915019989,-0.3729656934738159,0.0548507459461689,0.7797783613204956,0.0006361603736877441,0.1226521432399749,0.001181403058581,379,0.057010106742382,True,False
stonehenge,safer_splat_filter,92,177,8.85,0.0897689238190651,0.0304243601858615,0.0561064332723617,0.5349789261817932,0.0009230375289916992,0.1224508360028266,0.0005682727787643,346,0.0598536320030689,True,False
stonehenge,safer_splat_filter,62,37,1.85,-0.3312561213970184,-0.2849096655845642,0.0374281667172908,0.7499270439147949,0.0007173418998718262,0.1219339668750763,0.0008774714078754,712,0.0597541751340031,True,False
stonehenge,safer_splat_filter,92,176,8.8,0.0905101597309112,0.0294615421444177,0.0561887845396995,0.5359019637107849,0.0009474754333496094,0.1217038631439209,0.0005800076760351,351,0.0642972346395254,True,False
stonehenge,safer_splat_filter,82,9,0.45,0.1012952104210853,-0.3733419775962829,0.0555418916046619,0.7804145216941833,0.0006265044212341309,0.1215081363916397,0.0012204963713884,383,0.0575630404055118,True,False
stonehenge,safer_splat_filter,96,9,0.45,0.3034974038600921,-0.1001060530543327,0.0442467220127582,0.7819914817810059,0.0003451108932495117,0.1213812604546547,0.0007825915236026,521,0.0690359193831682,True,False
stonehenge,safer_splat_filter,93,184,9.2,0.0815232619643211,0.0538365878164768,0.0486507378518581,0.5290938019752502,0.0003699064254760742,0.1212044283747673,0.0004108496650587,257,0.0543176438659429,True,False
stonehenge,safer_splat_filter,96,10,0.5,0.3033034205436706,-0.0993431732058525,0.0448716543614864,0.7816485166549683,0.00034296512603759766,0.1211346909403801,0.0007678132969886,513,0.0693976040929555,True,False
stonehenge,safer_splat_filter,62,36,1.8,-0.3317342698574066,-0.2854467034339905,0.037661850452423,0.7506443858146667,0.0007396936416625977,0.1209974661469459,0.0009229083079844,715,0.0605079904198646,True,False
stonehenge,safer_splat_filter,96,8,0.4,0.3037000000476837,-0.1008292436599731,0.0436305254697799,0.7823365926742554,0.00034350156784057617,0.120970144867897,0.0007995780324563,516,0.0582927949726581,True,False
stonehenge,safer_splat_filter,93,183,9.15,0.0818111896514892,0.0531400144100189,0.0488764680922031,0.5294637084007263,0.00037848949432373047,0.1208660677075386,0.0004061137733515,261,0.0531586501747369,True,False
stonehenge,safer_splat_filter,92,175,8.75,0.0912719592452049,0.0284790452569723,0.0562368817627429,0.5368494391441345,0.000970304012298584,0.1208162009716034,0.0005929608596488,348,0.0559027269482612,True,False
stonehenge,safer_splat_filter,93,182,9.1,0.0821057260036468,0.0524364039301872,0.0491309463977813,0.52984219789505,0.0003889799118041992,0.1206701099872589,0.0004037970502395,264,0.0542252473533153,True,False
stonehenge,safer_splat_filter,93,181,9.05,0.0824092030525207,0.0517298467457294,0.0494184829294681,0.5302311778068542,0.0004004836082458496,0.120513767004013,0.000404274178436,268,0.0548105500638484,True,False
stonehenge,safer_splat_filter,93,180,9.0,0.0827224850654602,0.0510199964046478,0.0497369244694709,0.5306316614151001,0.0004134178161621094,0.1203748881816864,0.0004075299657415,278,0.0533148031681776,True,False
stonehenge,safer_splat_filter,96,11,0.55,0.3031196296215057,-0.0985413193702697,0.0454993471503257,0.7813094854354858,0.0003390312194824219,0.120355024933815,0.0007525958353653,511,0.0652601402252912,True,False
stonehenge,safer_splat_filter,93,179,8.950000000000001,0.083046980202198,0.0503068938851356,0.0500833056867122,0.5310450792312622,0.00042831897735595703,0.1202757805585861,0.0004100326623301,285,0.0528698302805423,True,False
stonehenge,safer_splat_filter,93,178,8.9,0.0833849087357521,0.0495911091566085,0.0504536405205726,0.5314733982086182,0.00044661760330200195,0.120246022939682,0.0004136077768635,289,0.0541288927197456,True,False
stonehenge,safer_splat_filter,93,177,8.85,0.083739660680294,0.0488739386200904,0.050842635333538,0.5319200158119202,0.0004654526710510254,0.1202427744865417,0.0004194415232632,299,0.0538523588329553,True,False
stonehenge,safer_splat_filter,93,176,8.8,0.084111750125885,0.0481538958847522,0.0512477792799472,0.5323854684829712,0.000484466552734375,0.1202224791049957,0.0004274659731891,311,0.0539455953985452,True,False
stonehenge,safer_splat_filter,93,175,8.75,0.0845009535551071,0.0474287718534469,0.0516669414937496,0.5328699350357056,0.0005034804344177246,0.120186761021614,0.0004376286815386,323,0.0550549104809761,True,False
stonehenge,safer_splat_filter,93,174,8.700000000000001,0.0849070698022842,0.0466962717473506,0.0520975589752197,0.5333734154701233,0.0005226731300354004,0.120134949684143,0.0004498726630117,332,0.0551511123776435,True,False
stonehenge,safer_splat_filter,93,173,8.65,0.0853299126029014,0.0459540002048015,0.0525365956127643,0.5338960886001587,0.0005420446395874023,0.12006276845932,0.0004641312698367,342,0.0541832391172647,True,False
stonehenge,safer_splat_filter,16,39,1.95,0.0937534123659133,0.2782678604125976,0.0583228021860122,0.7457006573677063,0.000687718391418457,0.1200234368443489,0.0010280673159286,399,0.0645064543932676,True,False
