metric,count,mean,median,p95,max
active_events,281756,0.0,0.0,0.0,0.0
active_frequency_norm,281756,0.0,0.0,0.0,0.0
opacity_norm,281756,0.8029263356332281,0.9859089003352912,0.9999629989880552,1.0
max_scale_norm,281756,0.13311071932034696,0.0840025442542821,0.44211733793745395,1.0
anisotropy_norm,281756,0.3057641634568446,0.25998760678697397,0.7419405046537804,1.0
risk_v0_active_frequency,281756,0.0,0.0,0.0,0.0
risk_v1_geometry,281756,0.4178236654317708,0.42152677306773767,0.6269583108985135,1.0
risk_v2_hybrid,281756,0.2298158004768454,0.23493879867083708,0.3382727176543339,0.6245955576435623
normalization_method,281756,,,,robust min-max with 1/99 percentile clipping; active frequency uses log1p
