gaussian_id,mean_x,mean_y,mean_z,scale_x,scale_y,scale_z,max_scale,min_scale,mean_scale,anisotropy,volume_proxy,opacity,distance_to_scene_center,color_or_sh_norm,rotation_q0,rotation_q1,rotation_q2,rotation_q3
64,0.2782393991947174,-0.11262208223342896,-0.04882299527525902,0.0022145474795252085,0.00023744798090774566,0.0022632384207099676,0.0022632384207099676,0.00023744798090774566,0.0015717446270476405,9.531512595128325,1.1901009010489187e-09,0.9999333620071411,0.3400223079586177,1.1022515296936035,0.31607747077941895,-0.6103515625,-0.6440269351005554,-0.4122775197029114
65,0.27782514691352844,-0.12463165819644928,-0.05302652344107628,0.003664687741547823,0.0008110748021863401,0.00012965951464138925,0.003664687741547823,0.00012965951464138925,0.0015351406861251842,28.263932282050977,3.853916282068457e-10,0.9998633861541748,0.344134669479105,1.0734753608703613,-0.05746261030435562,0.7197268009185791,0.11621925979852676,0.7663353085517883
66,0.2758190929889679,-0.08682488650083542,-0.036582496017217636,0.0001509406283730641,0.00017827434930950403,0.0013282952131703496,0.0013282952131703496,0.0001509406283730641,0.0005525033969509726,8.800117155252208,3.574288642910854e-11,0.9979181885719299,0.32878374594822324,1.1373897790908813,-0.1479458510875702,0.9451358318328857,-0.18493923544883728,-0.13776884973049164
67,0.27275028824806213,-0.1443159431219101,0.014726431109011173,0.0003273249603807926,0.0002556540130171925,0.000566753325983882,0.000566753325983882,0.0002556540130171925,0.0003832440997939557,2.216876313792768,4.742701763958056e-11,0.9999606609344482,0.33487507952655077,0.42647868394851685,0.010605004616081715,-0.5634530186653137,0.9740606546401978,-0.19035948812961578
68,0.045097291469573975,-0.09397714585065842,-0.0636410042643547,0.00014913076302036643,0.0007322455639950931,0.0032321454491466284,0.0032321454491466284,0.00014913076302036643,0.0013711739253873627,21.67323081895063,3.52951380931851e-10,0.9994695782661438,0.14914685503274963,0.6267457604408264,-1.4399726390838623,0.0355171263217926,-0.06771238148212433,0.003201035549864173
69,-0.048340097069740295,-0.1638738214969635,-0.10666216164827347,0.0004761308082379401,0.0038177729584276676,0.0014045130228623748,0.0038177729584276676,0.0004761308082379401,0.0018994722631759942,8.018327930839934,2.5530666435003187e-09,0.6234105825424194,0.20247433861016736,0.007255988661199808,-0.10128974914550781,0.30912256240844727,-0.8111137747764587,-0.8145104646682739
70,0.2754277288913727,-0.12328287214040756,-0.06678242236375809,0.00014382266090251505,0.001132327364757657,0.0008188577485270798,0.001132327364757657,0.00014382266090251505,0.000698335924729084,7.873080345281359,1.3335453377840457e-10,0.9855498671531677,0.34539933899810904,1.09475576877594,1.04649817943573,-0.12163754552602768,-0.5738825798034668,-0.0609850138425827
71,0.06598832458257675,-0.13200291991233826,-0.05904747545719147,0.0002874557103496045,0.00038815068546682596,0.0004795821732841432,0.0004795821732841432,0.0002874557103496045,0.0003850628563668579,1.6683689209056725,5.3509923398115733e-11,0.9994853734970093,0.17951525608742594,0.41305017471313477,-0.580017626285553,-0.28859835863113403,0.5850784778594971,0.39464467763900757
72,0.37327298521995544,-0.4389457702636719,-0.16427458822727203,0.008896983228623867,0.0012835661182180047,0.0022330351639539003,0.008896983228623867,0.0012835661182180047,0.00413786150359859,6.931456901476716,2.550096285168179e-08,0.23729167878627777,0.6196184732946592,0.7937679290771484,0.12072867155075073,0.050126127898693085,0.7447435855865479,0.8486320972442627
73,0.27413615584373474,-0.1292096972465515,-0.05630296468734741,0.0003104365896433592,0.0003602659562602639,2.495295302651357e-05,0.0003602659562602639,2.495295302651357e-05,0.00023188516631004555,14.437808458079735,2.7907316496119084e-12,0.9999868869781494,0.34304340243325177,0.774400532245636,0.49804726243019104,0.5504295825958252,0.45826080441474915,0.4968487620353699
74,0.2758203148841858,-0.14377395808696747,-0.05548691749572754,0.0048094321973621845,0.001097772503271699,0.0008774071466177702,0.0048094321973621845,0.0008774071466177702,0.0022615372824172177,5.481414433312502,4.632413541330632e-09,0.9394347071647644,0.34919658238299045,1.0152132511138916,0.8439582586288452,0.42043229937553406,0.41400232911109924,-0.23522517085075378
75,-0.1401713639497757,-0.4027788043022156,-0.0603722520172596,0.000370765250409022,0.0012616445310413837,0.0028993217274546623,0.0028993217274546623,0.000370765250409022,0.0015105771696350228,7.819831346805504,1.3562271781602881e-09,0.9999966621398926,0.4067360784245027,0.4541935622692108,0.2994140088558197,-0.35126617550849915,-0.11939696222543716,0.9750170111656189
