dataset,scene,method,rows,collision_count,collision_free_count,min_safety_h_min,min_safety_h_mean,goal_distance_reduction_ratio_mean,intervention_rate_mean,control_deviation_mean_mean,active_constraints_mean_mean,runtime_mean_mean,runtime_p95_mean,qp_infeasible_count_sum,fallback_used_rate,candidate_count_final_mean,candidate_count_final_min,candidate_count_final_p95,candidate_count_final_max,v1_insertion_level,source_dir
v1_100,stonehenge,no_filter,100,99,1,-0.0002361836959607,-0.0002136282125138,0.9915018246518946,0.0,0.0,0.0,1.9624323098279163e-05,2.5144603103399275e-05,0,,,,,,,work/risk_aware_cbf/results/risk_aware_v1_pre_cbf_stonehenge_100
v1_100,stonehenge,safer_splat_filter,100,0,100,0.0003172545402776,0.0008604969101725,0.324696751118169,0.9254504193236854,0.069097154776001,505.58664953518127,0.0621433787306541,0.0705120918508619,0,,,,,,,work/risk_aware_cbf/results/risk_aware_v1_pre_cbf_stonehenge_100
v1_100,stonehenge,risk_aware_v1_pre_cbf,100,0,100,0.000317253958201,0.0008605107385665,0.3246946943934709,0.920329445759618,0.0690530773057682,385.5619684292822,0.0398735679220789,0.0429318235572427,0,0.0,10809.802230086132,2000.0,20437.199999999997,25421.0,partial_pre_cbf,work/risk_aware_cbf/results/risk_aware_v1_pre_cbf_stonehenge_100
v0_100,stonehenge,risk_aware_topk_v0,100,0,100,0.0003172536671627,0.0008605999680003,0.3247081815273468,0.9238590979584118,0.0690796963554689,295.71277631192885,0.0613544295259627,0.0691396126467734,0,,,,,,,work/risk_aware_cbf/results/risk_aware_topk_stonehenge_100
