scene,trial,step,candidate_budget,candidate_count_total,candidate_count_forced_near,candidate_count_forced_heading,candidate_count_risk_ranked,candidate_count_final,fallback_used,v1_insertion_level,near_distance_threshold,heading_distance_threshold,heading_cos_threshold,risk_score_name,fallback_reason,min_safety_h_step,runtime_step,control_deviation,active_constraints_count
flight,0,1,2000,281756,0,25399,0,25399,False,partial_pre_cbf,0.08,0.25,0.5,risk_v2_hybrid,,0.013899390585720539,0.06619434244930744,5.3305689723393e-11,189
flight,0,2,2000,281756,0,25399,0,25399,False,partial_pre_cbf,0.08,0.25,0.5,risk_v2_hybrid,,0.01389386784285307,0.06395294144749641,6.92177634653568e-11,189
flight,0,3,2000,281756,0,25476,0,25476,False,partial_pre_cbf,0.08,0.25,0.5,risk_v2_hybrid,,0.013883593492209911,0.06457481347024441,9.018488039691519e-11,189
flight,0,4,2000,281756,0,25629,0,25629,False,partial_pre_cbf,0.08,0.25,0.5,risk_v2_hybrid,,0.013869432732462883,0.0645366907119751,1.1292759782843831e-10,187
flight,0,5,2000,281756,0,25819,0,25819,False,partial_pre_cbf,0.08,0.25,0.5,risk_v2_hybrid,,0.013852288946509361,0.06403602845966816,1.4398604530896364e-10,185
flight,0,6,2000,281756,0,26101,0,26101,False,partial_pre_cbf,0.08,0.25,0.5,risk_v2_hybrid,,0.013833049684762955,0.0643609706312418,1.6132145619351945e-10,189
flight,0,7,2000,281756,0,26392,0,26392,False,partial_pre_cbf,0.08,0.25,0.5,risk_v2_hybrid,,0.013812579214572906,0.061789704486727715,2.1246593373547285e-10,189
flight,0,8,2000,281756,0,26766,0,26766,False,partial_pre_cbf,0.08,0.25,0.5,risk_v2_hybrid,,0.013791684061288834,0.062232835218310356,2.7162230797905806e-10,196
flight,0,9,2000,281756,0,27228,0,27228,False,partial_pre_cbf,0.08,0.25,0.5,risk_v2_hybrid,,0.013771094381809235,0.06349515728652477,3.4386712921552487e-10,196
flight,0,10,2000,281756,0,27761,0,27761,False,partial_pre_cbf,0.08,0.25,0.5,risk_v2_hybrid,,0.013751471415162086,0.0642180647701025,3.7150646448047553e-10,200
flight,0,11,2000,281756,0,28482,0,28482,False,partial_pre_cbf,0.08,0.25,0.5,risk_v2_hybrid,,0.01373339630663395,0.06399975717067719,3.752355759445436e-09,197
flight,0,12,2000,281756,0,29150,0,29150,False,partial_pre_cbf,0.08,0.25,0.5,risk_v2_hybrid,,0.013717371970415115,0.06521932035684586,3.760732170121628e-09,203
flight,0,13,2000,281756,0,29861,0,29861,False,partial_pre_cbf,0.08,0.25,0.5,risk_v2_hybrid,,0.013703840784728527,0.06807021982967854,3.781718493911512e-09,205
flight,0,14,2000,281756,0,30689,0,30689,False,partial_pre_cbf,0.08,0.25,0.5,risk_v2_hybrid,,0.013693166896700859,0.0634528137743473,3.808933168869544e-09,207
flight,0,15,2000,281756,0,31323,0,31323,False,partial_pre_cbf,0.08,0.25,0.5,risk_v2_hybrid,,0.013685667887330055,0.06431762129068375,3.84783449547399e-09,213
flight,0,16,2000,281756,0,31864,0,31864,False,partial_pre_cbf,0.08,0.25,0.5,risk_v2_hybrid,,0.013681607320904732,0.06415786035358906,5.713691741959792e-09,217
flight,0,17,2000,281756,0,32244,0,32244,False,partial_pre_cbf,0.08,0.25,0.5,risk_v2_hybrid,,0.013681206852197647,0.06492407992482185,7.592973361170152e-09,224
