scene,method,rows,total_rows,success_count,feasible_count,collision_count,collision_free_count,error_count,stopped_before_goal_count,max_steps_loose_success_count,solver_failed_count,qp_infeasible_count_sum,min_safety_h_min,min_safety_h_mean,min_safety_h_median,initial_goal_distance_mean,final_goal_distance_mean,closest_goal_distance_mean,goal_distance_reduction_mean,goal_distance_reduction_ratio_mean,reached_goal_tolerance_count,path_length_mean,num_steps_mean,runtime_mean_mean,runtime_p95_mean,intervention_rate_mean,control_deviation_mean_mean,control_deviation_max_max,active_constraints_mean_mean,active_constraints_p95_mean,seconds_total_sum,worst_trial,worst_min_safety_h
stonehenge,no_filter,1,1,1,1,0,1,0,0,1,0,0,0.0011647003702819347,0.0011647003702819347,0.0011647003702819347,0.784,0.7559605808258056,0.7559605808258056,0.02803941917419439,0.03576456527320713,0,0.02803942561149597,20.0,2.140984870493412e-05,2.5356980040669443e-05,0.0,0.0,0.0,0.0,0.0,0.3388460502028465,0,0.0011647003702819347
