scene,method,trial,checkpoint,gaussian_count,success,feasible,collision,min_safety_h,min_safety_h_note,path_length,num_steps,stop_reason,runtime_mean,runtime_p95,intervention_rate,control_deviation_mean,control_deviation_max,active_constraints_mean,active_constraints_p95,qp_infeasible_count,seconds_total,error,start_x,start_y,start_z,goal_x,goal_y,goal_z,final_x,final_y,final_z,initial_goal_distance,final_goal_distance,goal_distance_reduction,goal_distance_reduction_ratio,closest_goal_distance,closest_goal_step,reached_goal_tolerance,goal_distance_final,max_steps,goal_tolerance,success_definition,radius,dt,distance_type
stonehenge,no_filter,0,outputs/stonehenge/splatfacto/2024-09-11_100724/config.yml,116446,True,True,False,0.0011647003702819347,official GSplatLoader.query_distance safety h value; not meters,0.02803942561149597,20,max_steps_loose_success,2.140984870493412e-05,2.5356980040669443e-05,0.0,0.0,0.0,0.0,0.0,0,0.3388460502028465,,0.312,-0.03,0.05,-0.47200000000000003,-0.02999999999999995,0.05,0.28396058082580566,-0.029999999329447746,0.05000000074505806,0.784,0.7559605808258056,0.02803941917419439,0.03576456527320713,0.7559605808258056,20,False,0.7559605808258056,20,0.001,strict stopped-motion goal condition from run.py; stopped_before_goal remains success=False; max_steps timeout follows run.py loose success behavior,0.015,0.05,ball-to-ellipsoid
