ablation_id,candidate_budget,near_distance_threshold,risk_score,scene,method,trial,checkpoint,gaussian_count,success,collision,collision_free,stop_reason,min_safety_h,min_safety_h_note,goal_distance_reduction_ratio,initial_goal_distance,final_goal_distance,closest_goal_distance,closest_goal_step,num_steps,runtime_mean,runtime_p95,intervention_rate,control_deviation_mean,control_deviation_max,active_constraints_mean,active_constraints_p95,qp_infeasible_count,seconds_total,error,success_definition
A_budget1000_near008_hybrid,1000,0.08,risk_v2_hybrid,stonehenge,risk_aware_v1_pre_cbf,0,outputs/stonehenge/splatfacto/2024-09-11_100724/config.yml,116446,False,False,True,stopped_before_goal,0.000851125456392765,official GSplatLoader.query_distance safety h value; not meters,0.8144305457897328,0.784,0.1454864521008494,0.1454864521008494,324,324,0.03613859347217245,0.04139951132237911,0.8796296296296297,0.024852401213739904,0.07451865822076797,189.17592592592592,375.0,0,17.367145113646984,,strict stopped-motion goal condition from run.py; stopped_before_goal remains success=False
A_budget1000_near008_hybrid,1000,0.08,risk_v2_hybrid,stonehenge,risk_aware_v1_pre_cbf,1,outputs/stonehenge/splatfacto/2024-09-11_100724/config.yml,116446,False,False,True,stopped_before_goal,0.000806927215307951,official GSplatLoader.query_distance safety h value; not meters,0.19687967873147602,0.7840896733951637,0.6297183504004559,0.6297183504004559,114,114,0.03614968195426883,0.038379804138094185,0.9824561403508771,0.0670824445236347,0.10606210678815842,280.7631578947368,461.7,0,6.123652016744018,,strict stopped-motion goal condition from run.py; stopped_before_goal remains success=False
A_budget1000_near008_hybrid,1000,0.08,risk_v2_hybrid,stonehenge,risk_aware_v1_pre_cbf,2,outputs/stonehenge/splatfacto/2024-09-11_100724/config.yml,116446,False,False,True,stopped_before_goal,0.0013136934721842408,official GSplatLoader.query_distance safety h value; not meters,0.1934797298487848,0.7842325773112758,0.6324994701144739,0.6324994701144739,104,104,0.03602385100048895,0.03781729340553284,0.9903846153846154,0.06545803446012173,0.08727268129587173,294.40384615384613,541.7999999999997,0,5.537523416802287,,strict stopped-motion goal condition from run.py; stopped_before_goal remains success=False
A_budget1000_near008_hybrid,1000,0.08,risk_v2_hybrid,stonehenge,risk_aware_v1_pre_cbf,3,outputs/stonehenge/splatfacto/2024-09-11_100724/config.yml,116446,False,False,True,stopped_before_goal,0.0008008606964722276,official GSplatLoader.query_distance safety h value; not meters,0.2279667835630111,0.7842277798056816,0.605449895262619,0.605449895262619,123,123,0.036406330824867494,0.04005608782172203,0.991869918699187,0.06581282098823482,0.0878601223230362,348.6666666666667,656.6999999999996,0,6.589903527870774,,strict stopped-motion goal condition from run.py; stopped_before_goal remains success=False
A_budget1000_near008_hybrid,1000,0.08,risk_v2_hybrid,stonehenge,risk_aware_v1_pre_cbf,4,outputs/stonehenge/splatfacto/2024-09-11_100724/config.yml,116446,False,False,True,stopped_before_goal,0.000838529085740447,official GSplatLoader.query_distance safety h value; not meters,0.8196851940049096,0.784082025527739,0.14138159831727182,0.14138159831727182,357,357,0.03661060751173176,0.039751100912690164,0.9355742296918768,0.03918087675825069,0.07863818854093552,238.7703081232493,531.2,0,19.222582878544927,,strict stopped-motion goal condition from run.py; stopped_before_goal remains success=False
A_budget1000_near008_hybrid,1000,0.08,risk_v2_hybrid,stonehenge,risk_aware_v1_pre_cbf,5,outputs/stonehenge/splatfacto/2024-09-11_100724/config.yml,116446,False,False,True,stopped_before_goal,0.0007147282594814897,official GSplatLoader.query_distance safety h value; not meters,0.29146806246843615,0.7840002568014284,0.5554892209767597,0.5554892209767597,170,170,0.03679356037036461,0.03890991061925888,0.9588235294117647,0.0646293538694031,0.09789299964904785,383.56470588235294,575.0,0,9.190491875633597,,strict stopped-motion goal condition from run.py; stopped_before_goal remains success=False
A_budget1000_near008_hybrid,1000,0.08,risk_v2_hybrid,stonehenge,risk_aware_v1_pre_cbf,6,outputs/stonehenge/splatfacto/2024-09-11_100724/config.yml,116446,False,False,True,stopped_before_goal,0.0005385836120694876,official GSplatLoader.query_distance safety h value; not meters,0.5703960814642288,0.7840974736682284,0.3368513472018696,0.3368513472018696,243,243,0.03602624704501756,0.03777477703988552,0.9218106995884774,0.05751680716628589,0.11216104030609131,237.1851851851852,353.59999999999945,0,12.907252758741379,,strict stopped-motion goal condition from run.py; stopped_before_goal remains success=False
A_budget1000_near008_hybrid,1000,0.08,risk_v2_hybrid,stonehenge,risk_aware_v1_pre_cbf,7,outputs/stonehenge/splatfacto/2024-09-11_100724/config.yml,116446,False,False,True,stopped_before_goal,0.0008742097998037934,official GSplatLoader.query_distance safety h value; not meters,0.5912355585605689,0.7842369518727405,0.32056817958842276,0.32056817958842276,225,225,0.035904670084516206,0.03859142176806927,0.8933333333333333,0.0475596716824467,0.08738943934440613,232.42666666666668,388.0,0,11.880174905061722,,strict stopped-motion goal condition from run.py; stopped_before_goal remains success=False
A_budget1000_near008_hybrid,1000,0.08,risk_v2_hybrid,stonehenge,risk_aware_v1_pre_cbf,8,outputs/stonehenge/splatfacto/2024-09-11_100724/config.yml,116446,False,False,True,stopped_before_goal,0.000632053124718368,official GSplatLoader.query_distance safety h value; not meters,0.8225473013536988,0.7842225786662452,0.13916241292368647,0.13916241292368647,331,331,0.03617023362629003,0.03847527410835028,0.9274924471299094,0.047661069601421545,0.08338265866041183,219.02719033232628,372.0,0,17.596466599032283,,strict stopped-motion goal condition from run.py; stopped_before_goal remains success=False
A_budget1000_near008_hybrid,1000,0.08,risk_v2_hybrid,stonehenge,risk_aware_v1_pre_cbf,9,outputs/stonehenge/splatfacto/2024-09-11_100724/config.yml,116446,False,False,True,stopped_before_goal,0.0011710283579304814,official GSplatLoader.query_distance safety h value; not meters,0.7953944153348665,0.7840745608661205,0.16042603394707036,0.16042603394707036,303,303,0.03650856914349122,0.039466042444109915,0.9075907590759076,0.0467591603508364,0.09014105051755905,239.08250825082507,405.69999999999993,0,16.28084109351039,,strict stopped-motion goal condition from run.py; stopped_before_goal remains success=False
A_budget1000_near008_hybrid,1000,0.08,risk_v2_hybrid,stonehenge,risk_aware_v1_pre_cbf,10,outputs/stonehenge/splatfacto/2024-09-11_100724/config.yml,116446,False,False,True,stopped_before_goal,0.0005090723279863596,official GSplatLoader.query_distance safety h value; not meters,0.6669699985697131,0.7840010261711613,0.26109586286712827,0.26109586286712827,264,264,0.0364047302300054,0.04058467783033848,0.9772727272727273,0.06885047238016141,0.1173030287027359,254.62878787878788,412.5999999999999,0,14.159439435228705,,strict stopped-motion goal condition from run.py; stopped_before_goal remains success=False
A_budget1000_near008_hybrid,1000,0.08,risk_v2_hybrid,stonehenge,risk_aware_v1_pre_cbf,11,outputs/stonehenge/splatfacto/2024-09-11_100724/config.yml,116446,False,False,True,stopped_before_goal,0.00046901541645638645,official GSplatLoader.query_distance safety h value; not meters,0.828514697474059,0.7841053949339123,0.13446255086246436,0.13446255086246436,346,346,0.037093057227186386,0.040727461222559214,0.9942196531791907,0.07427163699689575,0.11627336591482162,278.5433526011561,434.0,0,18.78640716150403,,strict stopped-motion goal condition from run.py; stopped_before_goal remains success=False
A_budget1000_near008_hybrid,1000,0.08,risk_v2_hybrid,stonehenge,risk_aware_v1_pre_cbf,12,outputs/stonehenge/splatfacto/2024-09-11_100724/config.yml,116446,False,False,True,stopped_before_goal,0.0003336716035846621,official GSplatLoader.query_distance safety h value; not meters,0.8350877776793969,0.7842408858824762,0.12933090732555763,0.12933090732555763,364,364,0.036759188352664424,0.04038135148584843,0.9972527472527473,0.0787318163721945,0.11821972578763962,298.9697802197802,570.9499999999998,0,19.54829059354961,,strict stopped-motion goal condition from run.py; stopped_before_goal remains success=False
A_budget1000_near008_hybrid,1000,0.08,risk_v2_hybrid,stonehenge,risk_aware_v1_pre_cbf,13,outputs/stonehenge/splatfacto/2024-09-11_100724/config.yml,116446,False,False,True,stopped_before_goal,0.0007767599308863282,official GSplatLoader.query_distance safety h value; not meters,0.24637736012028089,0.7842169948283072,0.5910036818810489,0.5910036818810489,123,123,0.037228142766933134,0.04079488478600978,1.0,0.09082942810363887,0.11308535188436508,352.1463414634146,643.1999999999998,0,6.69322606921196,,strict stopped-motion goal condition from run.py; stopped_before_goal remains success=False
A_budget1000_near008_hybrid,1000,0.08,risk_v2_hybrid,stonehenge,risk_aware_v1_pre_cbf,14,outputs/stonehenge/splatfacto/2024-09-11_100724/config.yml,116446,False,False,True,stopped_before_goal,0.0010722569422796369,official GSplatLoader.query_distance safety h value; not meters,0.24924554375949404,0.7840673094735207,0.5886420265797495,0.5886420265797495,115,115,0.03712538271818472,0.03979894835501909,0.991304347826087,0.07908001577104734,0.11641152948141098,292.74782608695654,412.7,0,6.2708923276513815,,strict stopped-motion goal condition from run.py; stopped_before_goal remains success=False
A_budget1000_near008_hybrid,1000,0.08,risk_v2_hybrid,stonehenge,risk_aware_v1_pre_cbf,15,outputs/stonehenge/splatfacto/2024-09-11_100724/config.yml,116446,False,False,True,stopped_before_goal,0.0005723289214074612,official GSplatLoader.query_distance safety h value; not meters,0.250731961343567,0.7840023050097159,0.5874278693767524,0.5874278693767524,128,128,0.03744155647291336,0.03928296593949199,0.984375,0.0801866593973966,0.11611966043710709,315.75,406.9,0,7.038920890539885,,strict stopped-motion goal condition from run.py; stopped_before_goal remains success=False
A_budget1000_near008_hybrid,1000,0.08,risk_v2_hybrid,stonehenge,risk_aware_v1_pre_cbf,16,outputs/stonehenge/splatfacto/2024-09-11_100724/config.yml,116446,False,False,True,stopped_before_goal,0.0010280689457431436,official GSplatLoader.query_distance safety h value; not meters,0.04898873448013371,0.7841134052928949,0.7457006818786878,0.7457006818786878,39,39,0.036734939576723635,0.038409178331494334,0.9487179487179487,0.09343978590940684,0.12002342939376831,318.79487179487177,404.70000000000005,0,2.1095653120428324,,strict stopped-motion goal condition from run.py; stopped_before_goal remains success=False
A_budget1000_near008_hybrid,1000,0.08,risk_v2_hybrid,stonehenge,risk_aware_v1_pre_cbf,17,outputs/stonehenge/splatfacto/2024-09-11_100724/config.yml,116446,False,False,True,stopped_before_goal,0.0004924418171867728,official GSplatLoader.query_distance safety h value; not meters,0.9916658269396221,0.7842443635063541,0.006536028247087902,0.0005605555000841566,446,465,0.03859337396439045,0.04532681815326213,0.6989247311827957,0.041436413531677416,0.10919449478387833,356.48602150537636,717.5999999999999,0,26.12725213728845,,strict stopped-motion goal condition from run.py; stopped_before_goal remains success=False
A_budget1000_near008_hybrid,1000,0.08,risk_v2_hybrid,stonehenge,risk_aware_v1_pre_cbf,18,outputs/stonehenge/splatfacto/2024-09-11_100724/config.yml,116446,False,False,True,stopped_before_goal,0.0006951865507289767,official GSplatLoader.query_distance safety h value; not meters,0.9912552746205728,0.7842110507680883,0.006857710278478912,0.0003435459153034705,393,411,0.03954399223020187,0.04781439248472452,0.5815085158150851,0.027973899516621256,0.10335347056388855,368.4963503649635,667.0,0,23.609924234449863,,strict stopped-motion goal condition from run.py; stopped_before_goal remains success=False
