method,trial,step,time_s,x,y,z,vx,vy,vz,signed_clearance_m,active_pool_size
no_filter,53,30,1.5,0.01800622045993805,0.04164864867925644,-0.05665414035320282,0.10078698396682739,0.08095240592956543,-0.05661006644368172,0.1657141149044037,96
no_filter,53,31,1.55,0.02304556965827942,0.04569626972079277,-0.05948464199900627,0.10193976759910583,0.07731901854276657,-0.0524926632642746,0.16062602400779724,96
no_filter,53,32,1.6,0.02814255841076374,0.04956221953034401,-0.06210927665233612,0.10302338004112244,0.0733494684100151,-0.04831044748425484,0.15558505058288574,96
no_filter,53,33,1.6500000000000001,0.03329372778534889,0.053229693323373795,-0.06452479958534241,0.10404197871685028,0.06911275535821915,-0.044107478111982346,0.15058666467666626,96
no_filter,53,34,1.7000000000000002,0.038495827466249466,0.05668533220887184,-0.06673017144203186,0.10499946027994156,0.06467346847057343,-0.03992363438010216,0.1456252932548523,96
no_filter,53,35,1.75,0.043745800852775574,0.05991900712251663,-0.06872635334730148,0.10589949041604996,0.06009160727262497,-0.03579467907547951,0.14069439470767975,96
no_filter,53,36,1.8,0.0490407757461071,0.06292358785867691,-0.07051608711481094,0.10674551874399185,0.055422522127628326,-0.0317523367702961,0.13578690588474274,96
no_filter,53,37,1.85,0.054378051310777664,0.06569471210241318,-0.07210370153188705,0.1075407862663269,0.05071687698364258,-0.027824416756629944,0.1308954954147339,96
no_filter,53,38,1.9000000000000001,0.05975509062409401,0.06823055446147919,-0.07349492609500885,0.10828834027051926,0.046020638197660446,-0.02403494156897068,0.12601281702518463,96
no_filter,53,39,1.9500000000000002,0.06516950577497482,0.07053158432245255,-0.07469667494297028,0.10899104177951813,0.041375141590833664,-0.020404309034347534,0.12113164365291595,96
no_filter,53,40,2.0,0.07061906158924103,0.0726003423333168,-0.07571689039468765,0.109651580452919,0.03681717440485954,-0.016949469223618507,0.1162453144788742,96
no_filter,53,41,2.0500000000000003,0.0761016383767128,0.07444120198488235,-0.07656436413526535,0.11027248203754425,0.032379090785980225,-0.013684113509953022,0.11134776473045349,96
no_filter,53,42,2.1,0.08161526173353195,0.07606015354394913,-0.07724857330322266,0.11085613071918488,0.028088964521884918,-0.010618871077895164,0.1064339131116867,96
no_filter,53,43,2.15,0.08715806901454926,0.07746460288763046,-0.07777951657772064,0.11140476167201996,0.02397076040506363,-0.0077615175396203995,0.10149970650672913,96
no_filter,53,44,2.2,0.09272830933332443,0.07866314053535461,-0.07816759496927261,0.11192047595977783,0.020044520497322083,-0.005117187742143869,0.0965423732995987,96
no_filter,53,45,2.25,0.09832433611154556,0.07966536283493042,-0.07842345535755157,0.11240524798631668,0.016326578333973885,-0.002688591368496418,0.09156060218811035,96
no_filter,53,46,2.3000000000000003,0.10394459962844849,0.08048169314861298,-0.07855788618326187,0.11286093294620514,0.012829774990677834,-0.00047622877173125744,0.08655460178852081,96
no_filter,53,47,2.35,0.1095876470208168,0.08112318068742752,-0.07858169823884964,0.11328927427530289,0.009563686326146126,0.001521396217867732,0.08152620494365692,96
no_filter,53,48,2.4000000000000004,0.11525210738182068,0.08160136640071869,-0.07850562781095505,0.11369191855192184,0.00653486791998148,0.00330756395123899,0.07647894322872162,96
no_filter,53,49,2.45,0.12093670666217804,0.08192811161279678,-0.07834024727344513,0.11407040059566498,0.0037470883689820766,0.004887132905423641,0.07141833007335663,96
no_filter,53,50,2.5,0.1266402304172516,0.08211546391248703,-0.07809589058160782,0.11442617326974869,0.0012015749234706163,0.006266339682042599,0.06635202467441559,96
no_filter,53,51,2.5500000000000003,0.1323615461587906,0.08217554539442062,-0.07778257131576538,0.11476060003042221,-0.0011027464643120766,0.007452608086168766,0.06129010394215584,96
no_filter,53,52,2.6,0.1380995810031891,0.08212041109800339,-0.07740993797779083,0.11507496237754822,-0.003169015981256962,0.00845436193048954,0.056245651096105576,96
no_filter,53,53,2.6500000000000004,0.1438533365726471,0.08196195960044861,-0.07698722183704376,0.11537046730518341,-0.005002204328775406,0.009280852042138577,0.051235366612672806,96
no_filter,53,54,2.7,0.1496218591928482,0.08171185106039047,-0.07652317732572556,0.11564823985099792,-0.006608887109905481,0.009941992349922657,0.04628070071339607,96
no_filter,53,55,2.75,0.15540426969528198,0.0813814103603363,-0.0760260745882988,0.11590934544801712,-0.007997028529644012,0.010448201559484005,0.04140923544764519,96
no_filter,53,56,2.8000000000000003,0.16119973361492157,0.08098156005144119,-0.07550366222858429,0.11615478247404099,-0.009175770916044712,0.010810261592268944,0.03665689751505852,96
no_filter,53,57,2.85,0.1670074760913849,0.08052276819944382,-0.07496315240859985,0.11638549715280533,-0.010155236348509789,0.011039185337722301,0.032070886343717575,96
no_filter,53,58,2.9000000000000004,0.17282675206661224,0.08001500368118286,-0.07441119104623795,0.11660236865282059,-0.010946337133646011,0.011146093718707561,0.027713734656572342,96
no_filter,53,59,2.95,0.17865687608718872,0.07946768403053284,-0.07385388761758804,0.11680622398853302,-0.011560601182281971,0.011142103001475334,0.023668307811021805,96
no_filter,53,60,3.0,0.1844971925020218,0.07888965308666229,-0.07329678535461426,0.1169978529214859,-0.012010007165372372,0.011038227938115597,0.020043127238750458,96
no_filter,53,61,3.0500000000000003,0.1903470903635025,0.07828915119171143,-0.07274487614631653,0.11717797815799713,-0.012306831777095795,0.010845293290913105,0.016975250095129013,96
no_filter,53,62,3.1,0.1962059885263443,0.07767380774021149,-0.07220260798931122,0.11734730005264282,-0.012463509105145931,0.010573851875960827,0.014625459909439087,96
no_filter,53,63,3.1500000000000004,0.2020733505487442,0.07705063372850418,-0.0716739147901535,0.11750645935535431,-0.01249250303953886,0.01023411750793457,0.013157971203327179,96
no_filter,53,64,3.2,0.20794866979122162,0.07642600685358047,-0.07116220891475677,0.11765607446432114,-0.01240619458258152,0.009835910052061081,0.01270182803273201,96
no_filter,53,65,3.25,0.21383146941661835,0.07580569386482239,-0.07067041099071503,0.11779671162366867,-0.012216774746775627,0.009388601407408714,0.013307604938745499,96
no_filter,53,66,3.3000000000000003,0.21972130239009857,0.07519485801458359,-0.07020097970962524,0.11792890727519989,-0.011936156079173088,0.008901079185307026,0.014928031712770462,96
no_filter,53,67,3.35,0.22561775147914886,0.0745980516076088,-0.0697559267282486,0.11805317550897598,-0.011575893498957157,0.008381711319088936,0.017346400767564774,96
no_filter,53,68,3.4000000000000004,0.231520414352417,0.07401925325393677,-0.06933683902025223,0.11816998571157455,-0.01114711444824934,0.007838325574994087,0.01669618859887123,96
no_filter,53,69,3.45,0.2374289184808731,0.07346189767122269,-0.06894492357969284,0.11827978491783142,-0.010660459287464619,0.007278189994394779,0.016979198902845383,96
no_filter,53,70,3.5,0.24334290623664856,0.07292887568473816,-0.06858101487159729,0.1183829978108406,-0.010126039385795593,0.0067080045118927956,0.018206439912319183,96
no_filter,53,71,3.5500000000000003,0.24926204979419708,0.0724225714802742,-0.06824561208486557,0.11848001927137375,-0.009553392417728901,0.006133895367383957,0.02030608057975769,96
no_filter,53,72,3.6,0.2551860511302948,0.07194489985704422,-0.0679389163851738,0.1185712143778801,-0.008951457217335701,0.005561417434364557,0.02315792441368103,96
no_filter,53,73,3.6500000000000004,0.26111459732055664,0.07149732857942581,-0.0676608458161354,0.1186569407582283,-0.008328549563884735,0.004995561670511961,0.02662770077586174,96
no_filter,53,74,3.7,0.2670474350452423,0.07108090072870255,-0.06741106510162354,0.11873752623796463,-0.007692353334277868,0.004440765827894211,0.030423220247030258,96
no_filter,53,75,3.75,0.2729843258857727,0.07069627940654755,-0.06718903034925461,0.11881327629089355,-0.007049908861517906,0.0039009274914860725,0.03371407464146614,96
no_filter,53,76,3.8000000000000003,0.27892500162124634,0.07034378498792648,-0.06699398159980774,0.11888448148965836,-0.006407616659998894,0.0033794252667576075,0.03744881600141525,96
no_filter,53,77,3.85,0.2848692238330841,0.07002340257167816,-0.0668250098824501,0.11895141005516052,-0.005771243013441563,0.0028791367076337337,0.04155135154724121,96
no_filter,53,78,3.9000000000000004,0.2908167839050293,0.0697348415851593,-0.06668104976415634,0.11901432275772095,-0.00514592882245779,0.002402464160695672,0.045955840498209,96
no_filter,53,79,3.95,0.2967675030231476,0.06947754323482513,-0.06656092405319214,0.11907346546649933,-0.004536207765340805,0.0019513595616444945,0.0506073422729969,96
no_filter,53,80,4.0,0.30272117257118225,0.06925073266029358,-0.06646335870027542,0.11912905424833298,-0.003946023061871529,0.0015273515600711107,0.055460963398218155,96
no_filter,53,81,4.05,0.308677613735199,0.06905343383550644,-0.06638699024915695,0.1191813126206398,-0.003378752153366804,0.001131574739702046,0.06048046424984932,96
no_filter,53,82,4.1000000000000005,0.3146366775035858,0.06888449937105179,-0.06633041054010391,0.11923043429851532,-0.002837232779711485,0.0007647954626008868,0.06563670933246613,96
no_filter,53,83,4.15,0.32059818506240845,0.06874264031648636,-0.0662921741604805,0.11927660554647446,-0.0023237892892211676,0.0004274439997971058,0.07062824070453644,96
no_filter,53,84,4.2,0.3265620172023773,0.06862644851207733,-0.06627079844474792,0.11932001262903214,-0.0018402631394565105,0.00011964395525865257,0.07554461061954498,96
no_filter,53,85,4.25,0.3325280249118805,0.06853443384170532,-0.0662648156285286,0.11936081200838089,-0.001388043281622231,-0.00015876130782999098,0.0805874913930893,96
no_filter,53,86,4.3,0.33849605917930603,0.06846503168344498,-0.06627275049686432,0.11939916014671326,-0.0009681005030870438,-0.00040817572153173387,0.08573848009109497,96
no_filter,53,87,4.3500000000000005,0.34446603059768677,0.06841662526130676,-0.0662931576371193,0.11943521350622177,-0.0005810191505588591,-0.0006292251055128872,0.0909821093082428,96
no_filter,53,88,4.4,0.35043779015541077,0.06838757544755936,-0.0663246214389801,0.11946909874677658,-0.00022702946444042027,-0.0008227278594858944,0.09630537033081055,96
no_filter,53,89,4.45,0.35641124844551086,0.06837622076272964,-0.06636575609445572,0.11950094997882843,9.395834058523178e-05,-0.00098966876976192,0.10169728100299835,96
no_filter,53,90,4.5,0.3623862862586975,0.0683809220790863,-0.06641524285078049,0.11953089386224747,0.0003823232837021351,-0.0011311759008094668,0.10714863240718842,96
no_filter,53,91,4.55,0.3683628439903259,0.06840004026889801,-0.06647180020809174,0.11955904215574265,0.0006386985769495368,-0.0012484926264733076,0.11265158653259277,96
no_filter,53,92,4.6000000000000005,0.37434080243110657,0.06843197345733643,-0.06653422117233276,0.11958549916744232,0.0008639440638944507,-0.0013429587706923485,0.118199422955513,96
no_filter,53,93,4.65,0.38032007217407227,0.06847517192363739,-0.06660136580467224,0.11961036920547485,0.0010591150494292378,-0.0014159868005663157,0.12378649413585663,96
no_filter,53,94,4.7,0.38630059361457825,0.06852813065052032,-0.06667216867208481,0.119633749127388,0.00122543191537261,-0.001469041802920401,0.12940792739391327,96
no_filter,53,95,4.75,0.39228227734565735,0.06858940422534943,-0.06674562394618988,0.11922402679920197,0.0013642539270222187,-0.001503622392192483,0.13505955040454865,96
no_filter,53,96,4.800000000000001,0.3982434868812561,0.06865761429071426,-0.06682080775499344,0.1177818551659584,0.0014770538546144962,-0.001521246274933219,0.14071738719940186,96
no_filter,53,97,4.8500000000000005,0.40413257479667664,0.06873146444559097,-0.06689687073230743,0.11542242020368576,0.0015653936425223947,-0.001523433718830347,0.14632916450500488,96
no_filter,53,98,4.9,0.40990370512008667,0.06880973279476166,-0.06697304546833038,0.11225776374340057,0.001630899729207158,-0.0015116935828700662,0.1518479883670807,96
no_filter,53,99,4.95,0.41551658511161804,0.06889127939939499,-0.06704863160848618,0.10839609056711197,0.0016752427909523249,-0.001487509929575026,0.15723218023777008,96
no_filter,53,100,5.0,0.42093637585639954,0.0689750388264656,-0.06712301075458527,0.10394115746021271,0.0017001184169203043,-0.0014523325953632593,0.16244545578956604,96
no_filter,53,101,5.050000000000001,0.4261334240436554,0.06906004250049591,-0.06719562411308289,0.09899179637432098,0.0017072308110073209,-0.001407566131092608,0.16745655238628387,96
no_filter,53,102,5.1000000000000005,0.4310830235481262,0.06914540380239487,-0.06726600229740143,0.093641497194767,0.0016982743982225657,-0.0013545640977099538,0.172239288687706,96
no_filter,53,103,5.15,0.4357650876045227,0.06923031806945801,-0.06733372807502747,0.08797810226678848,0.0016749202040955424,-0.0012946182396262884,0.1767720878124237,96
no_filter,53,104,5.2,0.4401639997959137,0.06931406259536743,-0.06739845871925354,0.08208358287811279,0.0016388037474825978,-0.0012289558071643114,0.18103794753551483,96
no_filter,53,105,5.25,0.4442681670188904,0.0693960040807724,-0.06745990365743637,0.07608358561992645,0.0015915138646960258,-0.0011587333865463734,0.18502388894557953,96
