scene,method,trial,checkpoint,gaussian_count,success,collision,collision_free,stop_reason,min_safety_h,min_safety_h_note,goal_distance_reduction_ratio,initial_goal_distance,final_goal_distance,closest_goal_distance,closest_goal_step,num_steps,runtime_mean,runtime_p95,intervention_rate,control_deviation_mean,control_deviation_max,active_constraints_mean,active_constraints_p95,qp_infeasible_count,seconds_total,error,success_definition
stonehenge,risk_aware_topk_v0,0,outputs/stonehenge/splatfacto/2024-09-11_100724/config.yml,116446,False,False,True,stopped_before_goal,0.0008511265041306615,official GSplatLoader.query_distance safety h value; not meters,0.8150653908712976,0.784,0.14498873355690262,0.14498873355690262,325,325,0.06044915277797442,0.06954861357808113,0.9046153846153846,0.025066763824763614,0.07492419332265854,271.87384615384616,300.0,0,25.215351214632392,,strict stopped-motion goal condition from run.py; stopped_before_goal remains success=False
stonehenge,risk_aware_topk_v0,1,outputs/stonehenge/splatfacto/2024-09-11_100724/config.yml,116446,False,False,True,stopped_before_goal,0.0008069268660619855,official GSplatLoader.query_distance safety h value; not meters,0.19687965977375546,0.7840896733951637,0.6297183652650088,0.6297183652650088,114,114,0.05727931968214219,0.06517413826659321,0.9824561403508771,0.06708247171730906,0.10606212913990021,265.4824561403509,300.0,0,8.482966419309378,,strict stopped-motion goal condition from run.py; stopped_before_goal remains success=False
stonehenge,risk_aware_topk_v0,2,outputs/stonehenge/splatfacto/2024-09-11_100724/config.yml,116446,False,False,True,stopped_before_goal,0.0013136969646438956,official GSplatLoader.query_distance safety h value; not meters,0.19347980602646953,0.7842325773112758,0.6324994103734519,0.6324994103734519,104,104,0.057970232992934495,0.06528820702806115,0.9903846153846154,0.06545804735147752,0.08727268874645233,295.7980769230769,300.0,0,7.803713398054242,,strict stopped-motion goal condition from run.py; stopped_before_goal remains success=False
stonehenge,risk_aware_topk_v0,3,outputs/stonehenge/splatfacto/2024-09-11_100724/config.yml,116446,False,False,True,stopped_before_goal,0.0008008611621335149,official GSplatLoader.query_distance safety h value; not meters,0.2279667459204304,0.7842277798056816,0.6054499247829765,0.6054499247829765,123,123,0.059090591406797975,0.06871249247342348,0.991869918699187,0.0658127882941891,0.0878600925207138,316.0487804878049,423.69999999999965,0,9.373945504426956,,strict stopped-motion goal condition from run.py; stopped_before_goal remains success=False
stonehenge,risk_aware_topk_v0,4,outputs/stonehenge/splatfacto/2024-09-11_100724/config.yml,116446,False,False,True,stopped_before_goal,0.0008385840337723494,official GSplatLoader.query_distance safety h value; not meters,0.8193101644339005,0.784082025527739,0.14167565226294143,0.14167565226294143,357,357,0.05949333832398349,0.0666003592312336,0.9523809523809523,0.03923602217446307,0.07863835245370865,261.7422969187675,300.0,0,27.356178905814886,,strict stopped-motion goal condition from run.py; stopped_before_goal remains success=False
stonehenge,risk_aware_topk_v0,5,outputs/stonehenge/splatfacto/2024-09-11_100724/config.yml,116446,False,False,True,stopped_before_goal,0.0007147254655137658,official GSplatLoader.query_distance safety h value; not meters,0.2914677467627995,0.7840002568014284,0.5554894684900599,0.5554894684900599,170,170,0.06089146958992762,0.0655341051518917,0.9588235294117647,0.0646292499785652,0.09789320826530457,301.1058823529412,300.0,0,13.289006413891912,,strict stopped-motion goal condition from run.py; stopped_before_goal remains success=False
stonehenge,risk_aware_topk_v0,6,outputs/stonehenge/splatfacto/2024-09-11_100724/config.yml,116446,False,False,True,stopped_before_goal,0.0005385840777307749,official GSplatLoader.query_distance safety h value; not meters,0.5703917540879537,0.7840974736682284,0.33685474028667445,0.33685474028667445,243,243,0.059575064897291946,0.06697763390839098,0.9218106995884774,0.05751893850389076,0.11216103285551071,278.77366255144034,300.0,0,18.65461352095008,,strict stopped-motion goal condition from run.py; stopped_before_goal remains success=False
stonehenge,risk_aware_topk_v0,7,outputs/stonehenge/splatfacto/2024-09-11_100724/config.yml,116446,False,False,True,stopped_before_goal,0.0008742081699892879,official GSplatLoader.query_distance safety h value; not meters,0.5912356048862837,0.7842369518727405,0.3205681432580854,0.3205681432580854,225,225,0.05871700670156214,0.0667060114443302,0.8933333333333333,0.04755966111626595,0.08738945424556732,285.0,300.0,0,17.07013520039618,,strict stopped-motion goal condition from run.py; stopped_before_goal remains success=False
stonehenge,risk_aware_topk_v0,8,outputs/stonehenge/splatfacto/2024-09-11_100724/config.yml,116446,False,False,True,stopped_before_goal,0.0006320523098111153,official GSplatLoader.query_distance safety h value; not meters,0.8225472634165214,0.7842225786662452,0.13916244267487748,0.13916244267487748,331,331,0.05792937765398774,0.06541780009865761,0.9274924471299094,0.04766106339055319,0.08338262140750885,281.17220543806644,300.0,0,24.82112868875265,,strict stopped-motion goal condition from run.py; stopped_before_goal remains success=False
stonehenge,risk_aware_topk_v0,9,outputs/stonehenge/splatfacto/2024-09-11_100724/config.yml,116446,False,False,True,stopped_before_goal,0.0011710356920957565,official GSplatLoader.query_distance safety h value; not meters,0.7953131100700855,0.7840745608661205,0.16048978333684955,0.16048978333684955,303,303,0.05919757525962178,0.06809150483459234,0.9075907590759076,0.04677313736170967,0.09014107286930084,292.87458745874585,300.0,0,23.120773043483496,,strict stopped-motion goal condition from run.py; stopped_before_goal remains success=False
stonehenge,risk_aware_topk_v0,10,outputs/stonehenge/splatfacto/2024-09-11_100724/config.yml,116446,False,False,True,stopped_before_goal,0.000509067322127521,official GSplatLoader.query_distance safety h value; not meters,0.6669695983256049,0.7840010261711613,0.26109617665891977,0.26109617665891977,264,264,0.06180198147723621,0.07072138665243982,0.9772727272727273,0.06885048575059999,0.11730296164751053,297.1401515151515,300.0,0,20.934816747903824,,strict stopped-motion goal condition from run.py; stopped_before_goal remains success=False
stonehenge,risk_aware_topk_v0,11,outputs/stonehenge/splatfacto/2024-09-11_100724/config.yml,116446,False,False,True,stopped_before_goal,0.0004690191417466849,official GSplatLoader.query_distance safety h value; not meters,0.8285142106522013,0.7841053949339123,0.13446293258210945,0.13446293258210945,346,346,0.06116266297768651,0.07027901709079742,0.9942196531791907,0.0742716520579271,0.11627297103404999,296.0086705202312,300.0,0,27.272156408056617,,strict stopped-motion goal condition from run.py; stopped_before_goal remains success=False
stonehenge,risk_aware_topk_v0,12,outputs/stonehenge/splatfacto/2024-09-11_100724/config.yml,116446,False,False,True,stopped_before_goal,0.00033367102150805295,official GSplatLoader.query_distance safety h value; not meters,0.8350880412070852,0.7842408858824762,0.12933070065636987,0.12933070065636987,364,364,0.060840991264270554,0.06939106015488504,0.9972527472527473,0.07873183600280362,0.11822008341550827,291.63461538461536,300.0,0,28.43679389357567,,strict stopped-motion goal condition from run.py; stopped_before_goal remains success=False
stonehenge,risk_aware_topk_v0,13,outputs/stonehenge/splatfacto/2024-09-11_100724/config.yml,116446,False,False,True,stopped_before_goal,0.0007767635397613049,official GSplatLoader.query_distance safety h value; not meters,0.24637767217690215,0.7842169948283072,0.5910034371609432,0.5910034371609432,123,123,0.06281262156137121,0.07544188313186169,1.0,0.09082942403004907,0.1130848228931427,300.0,300.0,0,9.846696842461824,,strict stopped-motion goal condition from run.py; stopped_before_goal remains success=False
stonehenge,risk_aware_topk_v0,14,outputs/stonehenge/splatfacto/2024-09-11_100724/config.yml,116446,False,False,True,stopped_before_goal,0.0010722733568400145,official GSplatLoader.query_distance safety h value; not meters,0.24924551577653048,0.7840673094735207,0.5886420485202765,0.5886420485202765,115,115,0.06016281077071377,0.06529021617025137,0.991304347826087,0.07908000762204395,0.11641151458024979,300.0,300.0,0,8.917442198842764,,strict stopped-motion goal condition from run.py; stopped_before_goal remains success=False
stonehenge,risk_aware_topk_v0,15,outputs/stonehenge/splatfacto/2024-09-11_100724/config.yml,116446,False,False,True,stopped_before_goal,0.000572526128962636,official GSplatLoader.query_distance safety h value; not meters,0.25073975348252175,0.7840023050097159,0.5874217603218509,0.5874217603218509,128,128,0.05987125918909442,0.07044420344755054,0.984375,0.08019042655805604,0.11613103747367859,300.0,300.0,0,9.905600493773818,,strict stopped-motion goal condition from run.py; stopped_before_goal remains success=False
stonehenge,risk_aware_topk_v0,16,outputs/stonehenge/splatfacto/2024-09-11_100724/config.yml,116446,False,False,True,stopped_before_goal,0.0010280631249770522,official GSplatLoader.query_distance safety h value; not meters,0.04898890325081507,0.7841134052928949,0.7457005495433341,0.7457005495433341,39,39,0.06665262675438172,0.08320105243474246,0.9487179487179487,0.09343984962312653,0.12002358585596085,300.0,300.0,0,3.2719628866761923,,strict stopped-motion goal condition from run.py; stopped_before_goal remains success=False
stonehenge,risk_aware_topk_v0,17,outputs/stonehenge/splatfacto/2024-09-11_100724/config.yml,116446,False,False,True,stopped_before_goal,0.0004922648658975959,official GSplatLoader.query_distance safety h value; not meters,0.9914466986481779,0.7842443635063541,0.006707878374537766,0.000669316177895031,447,465,0.05959999651838374,0.06985369212925434,0.7182795698924731,0.04154091377886895,0.10919447988271713,285.7978494623656,300.0,0,35.81042852252722,,strict stopped-motion goal condition from run.py; stopped_before_goal remains success=False
stonehenge,risk_aware_topk_v0,18,outputs/stonehenge/splatfacto/2024-09-11_100724/config.yml,116446,False,False,True,stopped_before_goal,0.0006928707007318735,official GSplatLoader.query_distance safety h value; not meters,0.9912523863845818,0.7842110507680883,0.006859975265060274,0.00033840723162297854,393,411,0.05983390616493214,0.06702185235917568,0.5888077858880778,0.028054067287080358,0.10335303843021393,283.47688564476886,300.0,0,31.695623280480504,,strict stopped-motion goal condition from run.py; stopped_before_goal remains success=False
stonehenge,risk_aware_topk_v0,19,outputs/stonehenge/splatfacto/2024-09-11_100724/config.yml,116446,False,False,True,stopped_before_goal,0.0007741636363789439,official GSplatLoader.query_distance safety h value; not meters,0.9916007499157719,0.7840603005550516,0.006585518545476948,0.0006789314082256616,386,405,0.06002658712275234,0.06788590550422668,0.5901234567901235,0.024967516327221127,0.09945695847272873,287.3259259259259,300.0,0,31.371964275836945,,strict stopped-motion goal condition from run.py; stopped_before_goal remains success=False
