scene,method,trial,checkpoint,gaussian_count,success,collision,collision_free,stop_reason,min_safety_h,min_safety_h_note,goal_distance_reduction_ratio,initial_goal_distance,final_goal_distance,closest_goal_distance,closest_goal_step,num_steps,runtime_mean,runtime_p95,intervention_rate,control_deviation_mean,control_deviation_max,active_constraints_mean,active_constraints_p95,qp_infeasible_count,seconds_total,error,success_definition
stonehenge,safer_splat_filter,11,outputs/stonehenge/splatfacto/2024-09-11_100724/config.yml,116446,False,False,True,stopped_before_goal,0.00046902106259949505,official GSplatLoader.query_distance safety h value; not meters,0.8285145075805013,0.7841053949339123,0.13446269975902744,0.13446269975902744,346,346,0.059700274113242684,0.06735266908071935,0.9942196531791907,0.07427165456104334,0.11627323180437088,430.3005780346821,754.0,0,27.88051783107221,,strict stopped-motion goal condition from run.py; stopped_before_goal remains success=False
stonehenge,safer_splat_filter,12,outputs/stonehenge/splatfacto/2024-09-11_100724/config.yml,116446,False,False,True,stopped_before_goal,0.00033367102150805295,official GSplatLoader.query_distance safety h value; not meters,0.8350877942311328,0.7842408858824762,0.1293308943450096,0.1293308943450096,364,364,0.06105264890069081,0.06945374761708079,0.9972527472527473,0.07873187005582852,0.11821990460157394,458.18131868131866,842.0999999999998,0,30.075369238853455,,strict stopped-motion goal condition from run.py; stopped_before_goal remains success=False
stonehenge,safer_splat_filter,13,outputs/stonehenge/splatfacto/2024-09-11_100724/config.yml,116446,False,False,True,stopped_before_goal,0.0007767589995637536,official GSplatLoader.query_distance safety h value; not meters,0.24637634367307443,0.7842169948283072,0.5910044789962225,0.5910044789962225,123,123,0.06327285235217674,0.07652439177036285,1.0,0.09082947789532382,0.11308642476797104,571.829268292683,840.0999999999999,0,10.445509184151888,,strict stopped-motion goal condition from run.py; stopped_before_goal remains success=False
stonehenge,safer_splat_filter,14,outputs/stonehenge/splatfacto/2024-09-11_100724/config.yml,116446,False,False,True,stopped_before_goal,0.0010722741717472672,official GSplatLoader.query_distance safety h value; not meters,0.2492454949106638,0.7840673094735207,0.5886420648805204,0.5886420648805204,115,115,0.06050142298412064,0.0661031580530107,0.991304347826087,0.07907999277549804,0.11641150712966919,517.4,742.9,0,9.439574857242405,,strict stopped-motion goal condition from run.py; stopped_before_goal remains success=False
stonehenge,safer_splat_filter,15,outputs/stonehenge/splatfacto/2024-09-11_100724/config.yml,116446,False,False,True,stopped_before_goal,0.0005723285721614957,official GSplatLoader.query_distance safety h value; not meters,0.25073187294384697,0.7840023050097159,0.5874279386823367,0.5874279386823367,128,128,0.062332595625775866,0.08044116478413335,0.984375,0.0801866334859917,0.11611944437026978,470.0703125,573.3,0,10.778522240929306,,strict stopped-motion goal condition from run.py; stopped_before_goal remains success=False
stonehenge,safer_splat_filter,16,outputs/stonehenge/splatfacto/2024-09-11_100724/config.yml,116446,False,False,True,stopped_before_goal,0.001028067315928638,official GSplatLoader.query_distance safety h value; not meters,0.04898876720130281,0.7841134052928949,0.7457006562215804,0.7457006562215804,39,39,0.06573668743173282,0.08245330443605782,0.9487179487179487,0.09343982554603211,0.12002343684434891,379.0769230769231,448.6,0,3.3946860218420625,,strict stopped-motion goal condition from run.py; stopped_before_goal remains success=False
stonehenge,safer_splat_filter,17,outputs/stonehenge/splatfacto/2024-09-11_100724/config.yml,116446,False,False,True,stopped_before_goal,0.0004922527587041259,official GSplatLoader.query_distance safety h value; not meters,0.9914434252694034,0.7842443635063541,0.006710445503391338,0.0006620868512147841,447,465,0.05936558010076643,0.069991135597229,0.7204301075268817,0.04154213977260014,0.10919397324323654,520.1720430107526,1030.7999999999995,0,37.551177888177335,,strict stopped-motion goal condition from run.py; stopped_before_goal remains success=False
stonehenge,safer_splat_filter,18,outputs/stonehenge/splatfacto/2024-09-11_100724/config.yml,116446,False,False,True,stopped_before_goal,0.0006928752409294248,official GSplatLoader.query_distance safety h value; not meters,0.9912523863867332,0.7842110507680883,0.006859975263373276,0.0003385028951948068,393,411,0.058233744510134494,0.06731744483113289,0.5888077858880778,0.028053989902273032,0.10335268080234528,556.1532846715329,1015.0,0,32.549081162549555,,strict stopped-motion goal condition from run.py; stopped_before_goal remains success=False
stonehenge,safer_splat_filter,19,outputs/stonehenge/splatfacto/2024-09-11_100724/config.yml,116446,False,False,True,stopped_before_goal,0.0007741630543023348,official GSplatLoader.query_distance safety h value; not meters,0.9915961122003994,0.7840603005550516,0.006589154793985706,0.0006904142162240565,386,405,0.06243700172154256,0.07301358841359613,0.5950617283950618,0.024969190802694014,0.09945697337388992,572.0814814814814,999.0,0,34.162073257379234,,strict stopped-motion goal condition from run.py; stopped_before_goal remains success=False
stonehenge,safer_splat_filter,20,outputs/stonehenge/splatfacto/2024-09-11_100724/config.yml,116446,False,False,True,stopped_before_goal,0.0005243601044639945,official GSplatLoader.query_distance safety h value; not meters,0.3099555610519188,0.7840040881651835,0.540997661150946,0.540997661150946,160,160,0.05711122684297152,0.06306016603484749,0.9625,0.05919128733216723,0.09117340296506882,313.7625,411.3499999999999,0,12.600494036450982,,strict stopped-motion goal condition from run.py; stopped_before_goal remains success=False
