step,time_s,x,y,z,vx,vy,vz,ux,uy,uz,u_des_x,u_des_y,u_des_z,safety_h,step_runtime_s,active_constraints
40,2.0,0.24625656,-0.026958615,0.050334115,-0.045862332,-0.006753989,0.0011214889,-0.0037873331,-0.0038442693,0.0002544647,-0.008654073,-0.0037238132,-0.0036109015,0.0013577390927821398,0.05346046481281519,214
41,2.0500000000000003,0.24396345,-0.027296314,0.050390188,-0.04594332,-0.006847735,0.001199855,-0.0016197555,-0.0018749234,0.0015673223,-0.0082753375,-0.0016989461,-0.003913547,0.0013854153221473098,0.053736692294478416,215
42,2.1,0.24166629,-0.0276387,0.05045018,-0.04595834,-0.0068498473,0.0013163442,-0.00030043643,-4.2247993e-05,0.0023297844,-0.008113362,0.00017704349,-0.0043506445,0.0014235853450372815,0.05328072048723698,214
43,2.15,0.23936836,-0.027981192,0.050516,-0.04593885,-0.006767732,0.0014488564,0.00038981345,0.0016423024,0.002650243,-0.008083321,0.0018931972,-0.0048835836,0.0014725594082847238,0.053813621401786804,219
44,2.2,0.23707142,-0.028319579,0.05058844,-0.045907963,-0.0066092317,0.001579669,0.00061771873,0.0031700104,0.002616251,-0.008122303,0.003441427,-0.0054777004,0.0015326006105169654,0.05590575560927391,219
45,2.25,0.23477602,-0.02865004,0.050667424,-0.045882497,-0.0063824924,0.0016945717,0.00050933316,0.004534783,0.0022980554,-0.008184075,0.00481636,-0.0061015347,0.0016039476031437516,0.05350662115961313,188
46,2.3000000000000003,0.2324819,-0.028969165,0.05075215,-0.04587455,-0.0060958387,0.0017821189,0.00015893388,0.005733068,0.0017509455,-0.0082350075,0.006015187,-0.0067262584,0.0016868257662281394,0.05562853720039129,183
47,2.35,0.23018818,-0.029273957,0.050841257,-0.045892723,-0.0057576518,0.0018330027,-0.00036343516,0.0067637353,0.0010176753,-0.0082509,0.0070375055,-0.0073249927,0.001781455590389669,0.055138811469078064,174
48,2.4000000000000004,0.22789355,-0.02956184,0.050932907,-0.045943037,-0.005376258,0.0018395069,-0.0010062414,0.0076278765,0.00013008552,-0.008214556,0.007885092,-0.007872286,0.001888060593046248,0.05592856835573912,172
49,2.45,0.2255964,-0.029830653,0.05102488,-0.04603016,-0.004959806,0.0017944031,-0.0017424743,0.008329041,-0.0009020764,-0.008113928,0.008561719,-0.008343543,0.002006870461627841,0.05605752859264612,187
50,2.5,0.22329488,-0.030078644,0.0511146,-0.04598686,-0.004429259,0.0015567777,0.00086599984,0.010610944,-0.0047525074,-0.007939681,0.009072881,-0.0087132035,0.002138126641511917,0.054678537882864475,181
51,2.5500000000000003,0.22099555,-0.030300107,0.05119244,-0.045745697,-0.0037741584,0.0011254492,0.0048232987,0.01310201,-0.00862657,-0.0080262795,0.009251741,-0.008686553,0.0022789754439145327,0.05564328469336033,183
52,2.6,0.21870826,-0.030488815,0.051248714,-0.04535514,-0.0030734176,0.00071912917,0.0078110816,0.014014814,-0.0081264,-0.008508608,0.009048855,-0.008213095,0.002423834754154086,0.05331060104072094,195
53,2.6500000000000004,0.2164405,-0.030642485,0.05128467,-0.044862334,-0.002347662,0.00034073007,0.00985612,0.01451511,-0.0075679817,-0.009289719,0.008590914,-0.007681826,0.0025533544830977917,0.054218568839132786,209
54,2.7,0.21419738,-0.03075987,0.051301707,-0.04430175,-0.0016137748,-7.4584677e-06,0.011211742,0.014677744,-0.0069637704,-0.010275334,0.007907754,-0.0071048103,0.002564957132562995,0.05407648626714945,208
55,2.75,0.2119823,-0.030840557,0.051301334,-0.043698512,-0.0008855679,-0.00032372194,0.012064728,0.014564138,-0.006325269,-0.011396505,0.0070268987,-0.006493612,0.0025692989584058523,0.055123438127338886,219
56,2.8000000000000003,0.20979737,-0.030884836,0.051285148,-0.04307084,-0.0001742827,-0.00060687715,0.012553379,0.014225705,-0.005663105,-0.012602977,0.005973925,-0.0058592223,0.0025498466566205025,0.053682864643633366,226
57,2.85,0.20764382,-0.03089355,0.051254805,-0.04243186,0.0005110252,-0.00085624785,0.012779602,0.013706158,-0.004987414,-0.013858318,0.004772748,-0.00521198,0.0025331215001642704,0.05331763532012701,215
58,2.9000000000000004,0.20552222,-0.030867998,0.051211994,-0.04179094,0.0011631821,-0.0010716361,0.012818445,0.013043137,-0.004307766,-0.015136279,0.0034456998,-0.0045615267,0.0025240296963602304,0.053493975661695004,225
59,2.95,0.20343268,-0.030809838,0.051158413,-0.04115466,0.0017766496,-0.0012532587,0.012725561,0.012269349,-0.0036324507,-0.016418122,0.002013627,-0.003916695,0.002522319322451949,0.053561605513095856,224
60,3.0,0.20137495,-0.030721005,0.05109575,-0.040527582,0.0023473224,-0.0014017229,0.012541535,0.011413455,-0.0029692834,-0.01769068,0.00049589574,-0.0032855456,0.0025273736100643873,0.05738738365471363,223
61,3.0500000000000003,0.19934857,-0.03060364,0.051025663,-0.03991277,0.0028723571,-0.001517981,0.012296223,0.010500692,-0.0023251637,-0.018944837,-0.0010896162,-0.0026753014,0.002515190513804555,0.05461386125534773,236
62,3.1,0.19735293,-0.030460022,0.050949764,-0.03931221,0.0033500192,-0.0016032897,0.012011199,0.009553243,-0.0017061747,-0.020174459,-0.002726512,-0.002092347,0.002510078949853778,0.05488769430667162,238
63,3.1500000000000004,0.19538732,-0.030292522,0.0508696,-0.038727123,0.003779543,-0.0016591693,0.01170173,0.008590477,-0.0011175929,-0.021375582,-0.004399923,-0.0015422343,0.002511859405785799,0.05636491347104311,265
64,3.2,0.19345096,-0.030103546,0.05078664,-0.03815819,0.0041610105,-0.001687363,0.011378679,0.0076293433,-0.0005638751,-0.022545755,-0.006096472,-0.0010296525,0.0025203656405210495,0.05625773407518864,284
65,3.25,0.19154304,-0.029895496,0.050702274,-0.03760573,0.0044952296,-0.0016897982,0.011049217,0.0066843797,-4.870266e-05,-0.023683622,-0.0078042895,-0.0005584727,0.0025247358717024326,0.05352333839982748,281
66,3.3000000000000003,0.18966275,-0.029670734,0.050617784,-0.03706983,0.004783627,-0.0016685494,0.010717945,0.00576795,0.00042497573,-0.024788544,-0.009512978,-0.0001317691,0.002521577989682555,0.05563224572688341,279
67,3.35,0.18780926,-0.029431552,0.050534356,-0.036550462,0.005028143,-0.0016258027,0.010387364,0.004890323,0.00085493404,-0.025860336,-0.011213581,0.00024818117,0.0025233817286789417,0.056037125177681446,275
68,3.4000000000000004,0.18598174,-0.029180145,0.050453067,-0.036047548,0.005231131,-0.001563823,0.010058282,0.0040597566,0.0012395941,-0.026899077,-0.012898525,0.00057982723,0.0025141264777630568,0.0533274682238698,270
69,3.45,0.18417937,-0.028918589,0.050374877,-0.035561036,0.0053952634,-0.001484924,0.009730237,0.0032826515,0.0015779797,-0.027904905,-0.014561534,0.00086231553,0.002498394111171365,0.05349038913846016,274
70,3.5,0.18240131,-0.028648825,0.05030063,-0.03509094,0.0055234507,-0.0013914389,0.00940194,0.0025637466,0.0018697022,-0.028877933,-0.01619758,0.0010954682,0.0024770412128418684,0.05437834374606609,281
71,3.5500000000000003,0.18064676,-0.028372653,0.05023106,-0.034637384,0.005618757,-0.0012856947,0.009071119,0.0019061259,0.0021148848,-0.029818125,-0.017802771,0.0012797231,0.002461449708789587,0.054642461240291595,291
72,3.6,0.17891489,-0.028091716,0.050166775,-0.034200657,0.0056843203,-0.0011699878,0.008734529,0.0013112654,0.0023141354,-0.030725233,-0.019374246,0.0014161023,0.002451433567330241,0.054718708619475365,306
73,3.6500000000000004,0.17720486,-0.0278075,0.050108276,-0.033781223,0.005723296,-0.0010465643,0.008388707,0.00077951787,0.002468471,-0.031598683,-0.020910058,0.0015061067,0.0024468456394970417,0.054649561643600464,305
74,3.7,0.1755158,-0.027521335,0.050055947,-0.03337976,0.005738787,-0.0009175979,0.008029231,0.00030981706,0.0025793281,-0.032437555,-0.022409087,0.0015517508,0.002444341778755188,0.05643992591649294,304
75,3.75,0.17384681,-0.027234396,0.050010066,-0.032997187,0.005733793,-0.0007851721,0.0076514333,-9.98743e-05,0.0026485163,-0.033240486,-0.023870898,0.0015554638,0.0024346155114471912,0.056259358301758766,306
76,3.8000000000000003,0.17219695,-0.026947707,0.04997081,-0.03263255,0.0057124468,-0.0006512055,0.007292812,-0.0004269243,0.0026793322,-0.03400563,-0.025295604,0.0015200155,0.0024285493418574333,0.056405723094940186,325
77,3.85,0.17056532,-0.026662085,0.04993825,-0.03228757,0.005677316,-0.0005175591,0.0068995706,-0.00070261693,0.0026729277,-0.0347349,-0.026686355,0.0014483678,0.0024261840153485537,0.05525013245642185,365
78,3.9000000000000004,0.16895095,-0.02637822,0.04991237,-0.031964447,0.005630586,-0.0003859679,0.0064624804,-0.0009346035,0.0026318245,-0.035424855,-0.028044203,0.0013438703,0.0024165178183466196,0.056127204559743404,364
79,3.95,0.16735272,-0.02609669,0.049893074,-0.031665526,0.0055742,-0.00025802065,0.005978385,-0.0011277203,0.0025589452,-0.03607111,-0.02937007,0.0012100858,0.002403917023912072,0.05651405453681946,359
80,4.0,0.16576944,-0.025817981,0.049880173,-0.03139331,0.005509832,-0.00013515471,0.005444379,-0.0012873564,0.0024573186,-0.03666895,-0.030664945,0.0010506763,0.0023972538765519857,0.05688902921974659,342
81,4.05,0.16419978,-0.02554249,0.049873415,-0.031097203,0.0053674025,-5.910854e-05,0.0059220884,-0.0028485877,0.0015209233,-0.03721338,-0.031929754,0.00086944783,0.0023960014805197716,0.058007752522826195,328
82,4.1000000000000005,0.16264492,-0.02527412,0.04987046,-0.030789698,0.0051843803,-1.5993239e-05,0.006150115,-0.0036604414,0.00086230604,-0.037805595,-0.03302235,0.0007511439,0.0023732518311589956,0.05871719401329756,322
83,4.15,0.16110544,-0.025014902,0.04986966,-0.030511878,0.005019898,2.5638037e-05,0.0055563655,-0.0032896486,0.0008326255,-0.03842061,-0.033998154,0.0006796841,0.0022684577852487564,0.0567943612113595,337
84,4.2,0.15957984,-0.024763906,0.04987094,-0.030366872,0.0050743376,0.00022403913,0.0029001397,0.0010887892,0.003968022,-0.038976245,-0.034965284,0.0006004262,0.002168752485886216,0.05757283139973879,352
85,4.25,0.1580615,-0.02451019,0.049882144,-0.030127946,0.005166105,0.00041128582,0.0047784867,0.0018353476,0.0037449335,-0.039266255,-0.03632914,0.00019721652,0.002074233256280422,0.05797654204070568,367
86,4.3,0.1565551,-0.024251884,0.049902707,-0.029824343,0.0052655875,0.00058426854,0.006072056,0.00198965,0.0034596543,-0.039744105,-0.037781257,-0.00023328658,0.001985282637178898,0.05746534001082182,355
87,4.3500000000000005,0.15506388,-0.023988605,0.04993192,-0.02948311,0.0053560953,0.000740616,0.0068246536,0.0018101594,0.0031269493,-0.04035132,-0.03927175,-0.00068207004,0.0019020525505766273,0.05815510731190443,364
88,4.4,0.15358973,-0.023720799,0.04996895,-0.029316446,0.0053196354,0.00086702564,0.0033332861,-0.0007291994,0.0025281922,-0.041033782,-0.040769164,-0.0011408336,0.0018245232058688998,0.05985271278768778,361
89,4.45,0.1521239,-0.023454817,0.0500123,-0.029335614,0.0051662102,0.0009646595,-0.0003833765,-0.0030684995,0.0019526769,-0.041367106,-0.042035274,-0.0015787998,0.0017516337102279067,0.055842178873717785,353
90,4.5,0.15065712,-0.023196507,0.050060533,-0.02947932,0.004942625,0.0010389206,-0.0028740875,-0.0044717086,0.0014852228,-0.041328777,-0.043058332,-0.0019908235,0.001682414673268795,0.05524610076099634,348
91,4.55,0.14918315,-0.022949375,0.05011248,-0.029714731,0.0046749557,0.0010931651,-0.0047082324,-0.005353382,0.0010848902,-0.041041367,-0.04390271,-0.0023805024,0.001614237786270678,0.05613004323095083,342
92,4.6000000000000005,0.14769742,-0.022715628,0.050167136,-0.029781612,0.0042340714,0.0011807514,-0.0013376073,-0.008817689,0.0017517246,-0.040570535,-0.044603035,-0.0027487187,0.0015474262181669474,0.056439051404595375,336
93,4.65,0.14620833,-0.022503925,0.050226174,-0.029753696,0.0037799606,0.0013515676,0.0005583056,-0.009082218,0.0034163238,-0.040436782,-0.04489,-0.0031971782,0.0014834437752142549,0.05639822781085968,329
94,4.7,0.14472064,-0.022314927,0.05029375,-0.029728312,0.003407414,0.0015050464,0.000507672,-0.0074509312,0.0030695775,-0.040492613,-0.045040287,-0.0038340027,0.0014224699698388577,0.05597844161093235,329
95,4.75,0.14323422,-0.022144556,0.050369002,-0.029720977,0.003099746,0.0016316433,0.00014671279,-0.0061533614,0.0025319376,-0.040543374,-0.045240194,-0.0044788443,0.0013646825682371855,0.05529766343533993,314
96,4.800000000000001,0.14174818,-0.021989569,0.050450586,-0.029581683,0.002740772,0.0014075718,0.0027858869,-0.007179484,-0.0044814297,-0.040558048,-0.045476712,-0.005108292,0.0013101669028401375,0.05543971061706543,310
97,4.8500000000000005,0.14026909,-0.02185253,0.050520964,-0.02945588,0.0024612881,0.0011882416,0.0025160762,-0.005589677,-0.0043866048,-0.04083664,-0.045533694,-0.005068069,0.0012588247191160917,0.055183849297463894,298
98,4.9,0.13879628,-0.021729466,0.050580375,-0.02935878,0.0022491785,0.0009784285,0.0019420106,-0.004242194,-0.0041962615,-0.041088246,-0.045659922,-0.0049812994,0.0012107527581974864,0.05494760535657406,287
99,4.95,0.13732834,-0.021617007,0.050629295,-0.02930095,0.0020924886,0.0007798305,0.0011565739,-0.003133796,-0.00397196,-0.041282438,-0.045851022,-0.0048587276,0.0011659993324428797,0.05591738596558571,281
100,5.0,0.13586329,-0.021512382,0.050668288,-0.02929041,0.0019802025,0.0005938293,0.000210831,-0.0022457198,-0.0037200237,-0.0413981,-0.04609994,-0.004706134,0.00112459110096097,0.05494783632457256,259
101,5.050000000000001,0.13439877,-0.021413371,0.05069798,-0.02933335,0.0019019292,0.00042150327,-0.0008587765,-0.0015654669,-0.0034465208,-0.041419186,-0.046398498,-0.0045290953,0.001086557051166892,0.055354632437229156,244
102,5.1000000000000005,0.13293211,-0.021318274,0.050719053,-0.029434653,0.0018476642,0.00026364095,-0.002026068,-0.0010852986,-0.0031572462,-0.041333307,-0.046737,-0.0043328954,0.0010519425850361586,0.055127574130892754,235
103,5.15,0.13146038,-0.02122589,0.050732236,-0.029598257,0.0018075914,0.0001207515,-0.0032720836,-0.000801457,-0.002857789,-0.0411307,-0.04710396,-0.004122541,0.0010208149906247854,0.05469856783747673,227
104,5.2,0.12998047,-0.02113551,0.050738275,-0.02982739,0.0017719181,-6.92546e-06,-0.004582671,-0.0007134651,-0.0025535391,-0.040803485,-0.04748573,-0.0039026812,0.000993258785456419,0.053902662359178066,218
105,5.25,0.1284891,-0.021046914,0.05073793,-0.030124722,0.0017307277,-0.00011940695,-0.0059466334,-0.0008238092,-0.0022496297,-0.040345218,-0.04786628,-0.0036775204,0.0009693697793409228,0.05377014074474573,213
106,5.300000000000001,0.12698287,-0.020960378,0.050731957,-0.030492371,0.0016737925,-0.00021692447,-0.007352996,-0.0011387047,-0.0019503504,-0.039750554,-0.048226885,-0.0034508253,0.000949246110394597,0.05378738418221474,201
107,5.3500000000000005,0.12545826,-0.020876687,0.05072111,-0.030848656,0.0015353091,-0.00025524833,-0.0071257073,-0.002769667,-0.00076647714,-0.039015256,-0.048545692,-0.003225932,0.0009329845197498798,0.0542201055213809,196
108,5.4,0.12391582,-0.020799922,0.050708346,-0.031189574,0.0013103115,-0.00023057754,-0.006818361,-0.0044999537,0.00049341575,-0.038302686,-0.048687175,-0.0030950443,0.0009205526439473033,0.053822316229343414,190
109,5.45,0.12235634,-0.020734407,0.050696816,-0.03154475,0.0010151227,-0.00016008058,-0.007103462,-0.0059037744,0.001409939,-0.03762085,-0.04862101,-0.0030805715,0.0009118893649429083,0.05340144783258438,185
110,5.5,0.120779105,-0.020683652,0.05068881,-0.031942606,0.0006616912,-6.0950668e-05,-0.00795718,-0.007068631,0.0019825983,-0.0369105,-0.04835821,-0.0031639165,0.0009069603402167559,0.052032630890607834,174
111,5.550000000000001,0.119181976,-0.020650567,0.050685763,-0.032409634,0.00025672864,4.9323702e-05,-0.009340588,-0.0080992505,0.0022054873,-0.03611479,-0.047905117,-0.0033221482,0.0009057665010914207,0.05189224425703287,174
112,5.6000000000000005,0.1175615,-0.02063773,0.05068823,-0.032972034,-0.00019776734,0.00015166562,-0.011248017,-0.00908992,0.0020468384,-0.035180736,-0.047260616,-0.0035274606,0.0009083539480343461,0.05215205252170563,175
113,5.65,0.11591289,-0.020647619,0.050695814,-0.03350259,-0.000767288,0.0003214478,-0.010611143,-0.011390412,0.003395643,-0.034055937,-0.04641581,-0.003744475,0.0009087370708584785,0.05192210711538792,174
114,5.7,0.11423776,-0.020685984,0.050711885,-0.034002785,-0.0014524034,0.00054352573,-0.0100039225,-0.013702309,0.0044415584,-0.032994825,-0.045227326,-0.004121963,0.0009113948326557875,0.05160294845700264,177
115,5.75,0.11253762,-0.020758605,0.05073906,-0.03450554,-0.0022437924,0.0007945922,-0.010055061,-0.015827779,0.005021329,-0.03199443,-0.043665268,-0.0046464736,0.0009123260388150811,0.053302643820643425,180
116,5.800000000000001,0.11081234,-0.020870794,0.05077879,-0.035020933,-0.0031416349,0.0010297335,-0.010307886,-0.01795685,0.004702826,-0.030988924,-0.041719392,-0.0052844863,0.0009085086639970541,0.05211480148136616,175
117,5.8500000000000005,0.1090613,-0.021027876,0.05083028,-0.03555449,-0.004152256,0.0012634237,-0.010671179,-0.02021242,0.0046738046,-0.029958136,-0.03936276,-0.00595342,0.0009019410936161876,0.05295661836862564,181
118,5.9,0.10728358,-0.021235488,0.05089345,-0.036134828,-0.005278717,0.0014642992,-0.011606739,-0.022529215,0.0040175095,-0.02889102,-0.036556102,-0.0066782366,0.0008882306283339858,0.05245098192244768,168
119,5.95,0.105476834,-0.021499423,0.05096666,-0.036736593,-0.006535259,0.0015871577,-0.012035329,-0.02513084,0.0024571703,-0.027730342,-0.03326512,-0.0073958356,0.0008764737285673618,0.052376698702573776,165
120,6.0,0.103640005,-0.021826187,0.051046018,-0.03738609,-0.007935123,0.0016404998,-0.012989955,-0.027997267,0.0010668427,-0.026526816,-0.029432364,-0.008007619,0.0008665522327646613,0.051658530719578266,167
121,6.050000000000001,0.1017707,-0.022222944,0.05112804,-0.038084652,-0.009384475,0.0016018664,-0.013971263,-0.028987037,-0.00077266747,-0.025227822,-0.024998818,-0.008511083,0.0008584826719015837,0.05415618326514959,149
122,6.1000000000000005,0.099866465,-0.022692168,0.051208135,-0.03874379,-0.010564611,0.0015134155,-0.0131827425,-0.023602737,-0.0017690199,-0.023830697,-0.02011633,-0.008843934,0.00085281184874475,0.052239563316106796,152
123,6.15,0.09792928,-0.0232204,0.051283807,-0.03938221,-0.011505883,0.0013976272,-0.01276837,-0.018825429,-0.0023157655,-0.022512421,-0.015409934,-0.009067501,0.0008511263877153397,0.05176108982414007,149
