scene,trial,checkpoint,success,feasible,collision,minimum_clearance,minimum_clearance_note,path_length,num_steps,runtime_mean,runtime_p95,intervention_rate,control_deviation_mean,control_deviation_max,active_constraints_mean,active_constraints_p95,qp_infeasible_count,load_seconds,gaussian_count,stop_reason,n_steps_requested,radius,dt,method
stonehenge,0,outputs/stonehenge/splatfacto/2024-09-11_100724/config.yml,False,True,False,0.0008511263877153397,"This is the official run.py safety h value from GSplatLoader.query_distance, not a postprocessed metric in meters.",0.6425270438194275,325,0.059711818213646226,0.06999427638947964,0.9046153846153846,0.02506676091135905,0.07492418864905848,316.7938461538462,485.0,0,4.59068248514086,116446,stopped_before_goal,500,0.015,0.05,ball-to-ellipsoid
