scene,method,rows,success_count,collision_count,collision_free_count,stopped_before_goal_count,solver_failed_count,min_safety_h_min,min_safety_h_mean,goal_distance_reduction_ratio_mean,final_goal_distance_mean,closest_goal_distance_mean,num_steps_mean,runtime_mean_mean,runtime_p95_mean,intervention_rate_mean,control_deviation_mean_mean,active_constraints_mean_mean,qp_infeasible_count_sum
stonehenge,risk_aware_topk_v0,20,0,0,20,20,0,0.0003336713707540184,0.0007643966790055856,0.571165545055878,0.3362577190811624,0.335288241059639,247.6,0.06076030855318383,0.06931113524828106,0.9084561164059319,0.05931501860002973,289.5305693629206,0
