scene,method,trial,checkpoint,gaussian_count,success,collision,collision_free,stop_reason,min_safety_h,min_safety_h_note,goal_distance_reduction_ratio,initial_goal_distance,final_goal_distance,closest_goal_distance,closest_goal_step,num_steps,runtime_mean,runtime_p95,intervention_rate,control_deviation_mean,control_deviation_max,active_constraints_mean,active_constraints_p95,qp_infeasible_count,seconds_total,error,success_definition
stonehenge,risk_aware_topk_v0,0,outputs/stonehenge/splatfacto/2024-09-11_100724/config.yml,116446,False,False,True,stopped_before_goal,0.0008511265041306615,official GSplatLoader.query_distance safety h value; not meters,0.8150653908712976,0.784,0.14498873355690262,0.14498873355690262,325,325,0.06075230462619891,0.06965956054627895,0.9046153846153846,0.025066763824763614,0.07492419332265854,271.87384615384616,300.0,0,25.414911795407534,,strict stopped-motion goal condition from run.py; stopped_before_goal remains success=False
stonehenge,risk_aware_topk_v0,1,outputs/stonehenge/splatfacto/2024-09-11_100724/config.yml,116446,False,False,True,stopped_before_goal,0.0008069268660619855,official GSplatLoader.query_distance safety h value; not meters,0.19687965977375546,0.7840896733951637,0.6297183652650088,0.6297183652650088,114,114,0.060470123595574445,0.0682555447332561,0.9824561403508771,0.06708247171730906,0.10606212913990021,265.4824561403509,300.0,0,9.11385341733694,,strict stopped-motion goal condition from run.py; stopped_before_goal remains success=False
stonehenge,risk_aware_topk_v0,2,outputs/stonehenge/splatfacto/2024-09-11_100724/config.yml,116446,False,False,True,stopped_before_goal,0.0013136969646438956,official GSplatLoader.query_distance safety h value; not meters,0.19347980602646953,0.7842325773112758,0.6324994103734519,0.6324994103734519,104,104,0.060585635606772624,0.0737521386705339,0.9903846153846154,0.06545804735147752,0.08727268874645233,295.7980769230769,300.0,0,8.242181280627847,,strict stopped-motion goal condition from run.py; stopped_before_goal remains success=False
stonehenge,risk_aware_topk_v0,3,outputs/stonehenge/splatfacto/2024-09-11_100724/config.yml,116446,False,False,True,stopped_before_goal,0.0008008611621335149,official GSplatLoader.query_distance safety h value; not meters,0.2279667459204304,0.7842277798056816,0.6054499247829765,0.6054499247829765,123,123,0.05898702456578007,0.06857113428413868,0.991869918699187,0.0658127882941891,0.0878600925207138,316.0487804878049,423.69999999999965,0,9.372799377888441,,strict stopped-motion goal condition from run.py; stopped_before_goal remains success=False
stonehenge,risk_aware_topk_v0,4,outputs/stonehenge/splatfacto/2024-09-11_100724/config.yml,116446,False,False,True,stopped_before_goal,0.0008385840337723494,official GSplatLoader.query_distance safety h value; not meters,0.8193101644339005,0.784082025527739,0.14167565226294143,0.14167565226294143,357,357,0.05926188260462938,0.0661470778286457,0.9523809523809523,0.03923602217446307,0.07863835245370865,261.7422969187675,300.0,0,27.21283737011254,,strict stopped-motion goal condition from run.py; stopped_before_goal remains success=False
stonehenge,risk_aware_topk_v0,5,outputs/stonehenge/splatfacto/2024-09-11_100724/config.yml,116446,False,False,True,stopped_before_goal,0.0007147254655137658,official GSplatLoader.query_distance safety h value; not meters,0.2914677467627995,0.7840002568014284,0.5554894684900599,0.5554894684900599,170,170,0.06092303212293807,0.06551389824599027,0.9588235294117647,0.0646292499785652,0.09789320826530457,301.1058823529412,300.0,0,13.29515702649951,,strict stopped-motion goal condition from run.py; stopped_before_goal remains success=False
stonehenge,risk_aware_topk_v0,6,outputs/stonehenge/splatfacto/2024-09-11_100724/config.yml,116446,False,False,True,stopped_before_goal,0.0005385840777307749,official GSplatLoader.query_distance safety h value; not meters,0.5703917540879537,0.7840974736682284,0.33685474028667445,0.33685474028667445,243,243,0.05991413470342326,0.06663863789290189,0.9218106995884774,0.05751893850389076,0.11216103285551071,278.77366255144034,300.0,0,18.73923697695136,,strict stopped-motion goal condition from run.py; stopped_before_goal remains success=False
stonehenge,risk_aware_topk_v0,7,outputs/stonehenge/splatfacto/2024-09-11_100724/config.yml,116446,False,False,True,stopped_before_goal,0.0008742081699892879,official GSplatLoader.query_distance safety h value; not meters,0.5912356048862837,0.7842369518727405,0.3205681432580854,0.3205681432580854,225,225,0.059205275575319925,0.06691062450408936,0.8933333333333333,0.04755966111626595,0.08738945424556732,285.0,300.0,0,17.179509861394763,,strict stopped-motion goal condition from run.py; stopped_before_goal remains success=False
stonehenge,risk_aware_topk_v0,8,outputs/stonehenge/splatfacto/2024-09-11_100724/config.yml,116446,False,False,True,stopped_before_goal,0.0006320523098111153,official GSplatLoader.query_distance safety h value; not meters,0.8225472634165214,0.7842225786662452,0.13916244267487748,0.13916244267487748,331,331,0.05884978534186715,0.06709222681820393,0.9274924471299094,0.04766106339055319,0.08338262140750885,281.17220543806644,300.0,0,25.2552557438612,,strict stopped-motion goal condition from run.py; stopped_before_goal remains success=False
stonehenge,risk_aware_topk_v0,9,outputs/stonehenge/splatfacto/2024-09-11_100724/config.yml,116446,False,False,True,stopped_before_goal,0.0011710356920957565,official GSplatLoader.query_distance safety h value; not meters,0.7953131100700855,0.7840745608661205,0.16048978333684955,0.16048978333684955,303,303,0.05960397587062502,0.06840526778250933,0.9075907590759076,0.04677313736170967,0.09014107286930084,292.87458745874585,300.0,0,23.345108348876238,,strict stopped-motion goal condition from run.py; stopped_before_goal remains success=False
stonehenge,risk_aware_topk_v0,10,outputs/stonehenge/splatfacto/2024-09-11_100724/config.yml,116446,False,False,True,stopped_before_goal,0.000509067322127521,official GSplatLoader.query_distance safety h value; not meters,0.6669695983256049,0.7840010261711613,0.26109617665891977,0.26109617665891977,264,264,0.06196867127084371,0.06980837872251867,0.9772727272727273,0.06885048575059999,0.11730296164751053,297.1401515151515,300.0,0,21.068137833848596,,strict stopped-motion goal condition from run.py; stopped_before_goal remains success=False
stonehenge,risk_aware_topk_v0,11,outputs/stonehenge/splatfacto/2024-09-11_100724/config.yml,116446,False,False,True,stopped_before_goal,0.0004690191417466849,official GSplatLoader.query_distance safety h value; not meters,0.8285142106522013,0.7841053949339123,0.13446293258210945,0.13446293258210945,346,346,0.06095254703322587,0.06956876441836357,0.9942196531791907,0.0742716520579271,0.11627297103404999,296.0086705202312,300.0,0,27.209590408951044,,strict stopped-motion goal condition from run.py; stopped_before_goal remains success=False
stonehenge,risk_aware_topk_v0,12,outputs/stonehenge/splatfacto/2024-09-11_100724/config.yml,116446,False,False,True,stopped_before_goal,0.00033367102150805295,official GSplatLoader.query_distance safety h value; not meters,0.8350880412070852,0.7842408858824762,0.12933070065636987,0.12933070065636987,364,364,0.06068750667375523,0.06866273358464241,0.9972527472527473,0.07873183600280362,0.11822008341550827,291.63461538461536,300.0,0,28.481351666152477,,strict stopped-motion goal condition from run.py; stopped_before_goal remains success=False
stonehenge,risk_aware_topk_v0,13,outputs/stonehenge/splatfacto/2024-09-11_100724/config.yml,116446,False,False,True,stopped_before_goal,0.0007767635397613049,official GSplatLoader.query_distance safety h value; not meters,0.24637767217690215,0.7842169948283072,0.5910034371609432,0.5910034371609432,123,123,0.0631577129347053,0.07713632900267839,1.0,0.09082942403004907,0.1130848228931427,300.0,300.0,0,9.932769818231463,,strict stopped-motion goal condition from run.py; stopped_before_goal remains success=False
stonehenge,risk_aware_topk_v0,14,outputs/stonehenge/splatfacto/2024-09-11_100724/config.yml,116446,False,False,True,stopped_before_goal,0.0010722733568400145,official GSplatLoader.query_distance safety h value; not meters,0.24924551577653048,0.7840673094735207,0.5886420485202765,0.5886420485202765,115,115,0.06053603259117707,0.06600351203233004,0.991304347826087,0.07908000762204395,0.11641151458024979,300.0,300.0,0,8.995621806010604,,strict stopped-motion goal condition from run.py; stopped_before_goal remains success=False
stonehenge,risk_aware_topk_v0,15,outputs/stonehenge/splatfacto/2024-09-11_100724/config.yml,116446,False,False,True,stopped_before_goal,0.000572526128962636,official GSplatLoader.query_distance safety h value; not meters,0.25073975348252175,0.7840023050097159,0.5874217603218509,0.5874217603218509,128,128,0.0602382469951408,0.07139696450904011,0.984375,0.08019042655805604,0.11613103747367859,300.0,300.0,0,9.977181514725089,,strict stopped-motion goal condition from run.py; stopped_before_goal remains success=False
